Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W
ebc1a26b-9582-4756-acd5-b02d1152319d	386	28	16	0	0	2	8	2	5	7	0	0	27	0	0	1	0	0	3	0	0	0	1
ebe0ed67-2d3f-45cd-8f9b-4912595b16a0	273	72	60	47	183	0	4	205	4	0	0	69	38	0	5	5	0	3	0	0	0	33	0
ebe80d6c-7513-4f5e-9919-669b6d1fa68c	410	0	10	18	0	0	6	17	0	9	0	0	22	0	6	0	0	0	2	3	0	0	0
ec16d1f5-f8a9-4c19-8cce-92f6ea9eb3f7	59	49	284	44	15	15	9	26	0	53	24	19	5	108	0	8	4	6	13	0	8	4	22
ec23a354-e339-4466-9a1b-8e886ef627e6	333	63	32	6	6	4	6	11	0	18	0	9	26	4	0	0	7	1	6	2	0	0	0
ec31e921-0782-4f77-ac23-4190af1e61ee	186	97	144	26	30	0	0	55	0	16	0	7	25	0	0	1	4	1	1	0	0	5	10
ec399861-7a56-4ffd-8619-700b6e3a4367	92	201	96	117	208	83	105	25	64	20	22	3	25	182	20	25	37	7	8	25	2	4	12
ec43c4b5-fb72-4a4a-af03-10c2d05ff159	364	49	11	0	14	0	1	14	0	12	0	10	26	0	7	0	0	2	1	0	0	0	5
ec474dfa-527c-44f3-9224-bf1c858cabfc	225	68	115	38	69	10	5	50	20	32	0	0	19	22	2	12	2	7	19	15	5	0	0
ec4d4cbc-d5d1-418d-a292-cad9576624fd	267	0	0	7	359	135	420	102	134	62	52	165	24	63	0	0	49	41	333	0	0	70	0
ec5e2990-c622-11e3-bf01-24c6515278c0	250	20	130	0	12	37	23	12	29	14	51	7	21	21	0	0	3	23	27	6	1	1	0
ec646623-6d33-4fbd-888e-89f55d82eb11	331	51	41	49	4	2	4	49	2	0	0	4	24	3	0	0	2	0	1	11	5	0	6
ec77847e-48fd-4ba5-bc3e-3cd1b149b552	171	74	149	75	44	4	18	91	27	0	0	0	18	0	21	4	2	2	10	0	0	0	29
ece0f3a4-a204-4c52-bb1f-88d44a875b2e	184	245	19	0	142	0	7	29	0	53	0	0	44	2	9	0	7	0	4	6	0	2	9
ecf4e05a-0912-4b93-ad66-323002f0c845	341	17	60	1	6	7	4	18	7	18	0	0	16	0	0	2	0	2	7	0	10	0	0
ecfe388a-99f5-44b9-9226-a6ae6d892538	130	88	186	35	20	35	3	20	30	95	17	39	21	33	0	3	6	1	27	6	0	3	13
ed1f5a41-921f-469a-bc04-306a5435e067	403	0	15	0	0	3	8	3	2	16	0	0	19	0	6	3	1	0	3	2	0	0	0
ed32c725-08ae-48eb-8fa2-719b9aeb7550	0	199	0	426	695	576	142	49	0	95	0	221	36	276	123	62	41	54	61	78	9	40	31
ed46bb2e-97e3-4914-a086-de80e00d6ee8	389	0	17	0	0	4	7	2	0	41	0	2	7	3	0	3	5	0	7	2	2	0	2
ed4b53cb-5473-4bc1-9d84-0b0ad93cbd57	162	60	184	99	3	0	0	85	0	2	0	23	31	0	0	0	11	1	0	0	0	2	19
ed52e836-c622-11e3-bf01-24c6515278c0	397	8	18	1	0	2	4	0	17	0	0	0	29	17	0	5	0	0	2	0	0	0	1
ed7be9ae-e603-4731-8d91-a8285abaee33	187	86	156	0	0	0	3	0	114	0	0	0	42	0	3	2	1	3	0	3	0	0	0
eda1d8d9-e8f5-46f2-bb16-15d0b10c2cf9	89	156	181	62	54	4	7	112	37	7	0	20	25	0	16	0	11	11	0	1	8	0	18
edac1323-2497-45e6-9148-e9c955292ba2	141	113	115	0	69	86	35	27	181	112	36	32	29	52	17	19	15	5	3	14	0	6	4
edc070db-b768-478f-ae75-4c4012bdc3fe	418	0	0	0	0	1	8	1	0	2	0	0	22	0	0	1	0	0	7	0	0	0	0
edc8839f-fa6b-41e0-ad49-f688073730bd	0	241	70	164	182	126	37	40	85	183	0	92	44	134	16	59	30	33	29	12	0	9	8
eddfbfb9-3ae8-449b-b870-46062a2571c1	0	145	109	217	19	244	76	10	100	234	58	175	44	66	130	22	25	48	1	8	0	1	0
edeea137-080d-42d3-a0ce-5cfe0d4a68e7	284	89	49	69	29	0	0	73	0	0	0	0	31	0	5	0	12	0	0	0	0	0	0
ee368301-b2f7-428f-9330-67c054c1a09d	410	0	0	0	0	0	9	0	0	23	0	0	6	9	0	3	0	2	5	3	2	0	0
ee5d5e7d-78cf-4a29-a9ee-56aa3da877dd	68	153	200	85	48	11	7	130	33	9	0	22	18	0	2	11	12	7	3	20	0	17	10
ee6cc68e-8d2a-41ee-82c6-0fecdf7e6259	116	84	196	35	34	182	50	26	20	11	123	42	17	19	10	20	3	1	24	17	0	2	5
ee7b8074-c622-11e3-bf01-24c6515278c0	270	52	93	12	5	6	0	12	12	5	10	0	24	22	0	11	7	4	0	4	0	1	0
ee8ba991-8c96-476e-b096-49f3aaaffc2f	78	126	165	34	122	188	120	65	53	45	0	90	15	44	0	18	8	22	20	0	0	4	160
ee963667-56b1-49bd-8896-e07b536d3014	207	61	143	34	81	0	0	51	8	40	5	0	21	5	9	5	4	7	2	2	5	5	2
eeddf701-93f9-4f10-85cb-9dce1760bae8	272	96	57	24	29	0	1	45	4	18	6	9	22	0	3	0	0	4	0	0	2	5	20
ef002c3d-358f-4fc0-98f3-2f8b89de4374	18	159	178	43	125	149	18	20	106	85	53	27	20	106	12	19	29	13	0	0	67	14	15
ef3a0ccd-85bc-4e5f-a8c6-5a2e2d9e6717	206	0	149	2	198	52	14	64	95	62	104	1	33	52	12	11	3	2	7	0	0	4	61
ef3b454c-b2cf-4f68-a2ab-733620b6714e	371	1	45	6	0	1	8	6	0	0	0	0	27	0	0	1	0	0	3	0	0	0	1
ef673d3d-2031-4036-ba25-4bc7ef04075b	151	43	233	37	21	2	2	58	1	2	0	1	29	0	9	1	1	0	8	0	0	1	2
ef76231d-5a21-4bbd-9847-c01be6fe8916	413	0	0	4	0	1	7	0	0	3	0	0	27	0	0	1	0	0	3	2	0	0	0
ef78f09c-c622-11e3-bf01-24c6515278c0	178	61	167	38	40	4	0	33	20	22	7	0	30	1	0	19	7	1	0	7	4	3	0
efacd7d6-56cf-4f6a-87f0-1a7ab6b1a643	260	0	106	48	19	13	37	43	52	25	0	6	23	1	20	1	8	8	7	0	0	0	16
efbec43c-0c16-4006-abe8-c3ec2ec42c05	0	236	189	81	16	31	0	129	6	38	0	84	29	16	4	5	3	25	19	10	5	8	4
efc39172-083c-4297-b922-3f58df781332	151	47	213	24	32	3	1	34	3	40	0	1	25	2	3	4	8	2	1	8	0	0	1
efe4d5dd-fffb-41df-ab86-be06cc16646f	16	48	275	40	84	232	205	0	110	49	0	90	32	0	204	17	4	5	19	0	0	5	0
efec3225-de07-4559-9a90-95223495cc61	0	193	130	186	125	7	0	134	20	183	0	156	80	5	0	7	21	18	0	11	14	21	0
effb868c-f905-41a0-ace1-b5e508732534	350	28	53	8	0	0	7	35	0	4	0	6	13	0	2	3	6	0	2	1	1	1	2
f03330dd-c616-4ad5-abc3-6d6b0445e9e9	424	3	0	0	0	2	8	1	3	5	0	0	21	3	0	1	0	0	5	2	2	0	0
f047cb85-8f88-45d5-83c3-0416c9f3fff7	363	14	37	0	8	1	7	13	7	12	0	5	23	0	5	9	0	0	2	0	0	0	0
f04aecf0-eb12-4ab9-928e-7bcf201b0b40	411	5	2	1	4	1	7	3	4	4	0	4	27	0	1	1	0	0	2	0	0	0	0
f064f762-c622-11e3-bf01-24c6515278c0	183	57	173	16	1	5	9	45	41	0	14	0	18	16	0	0	5	3	13	2	2	1	6
f075dcdb-4b6a-4186-bfc5-c1787c4a14ac	244	55	125	17	4	10	4	24	12	33	0	8	30	0	0	5	1	0	1	0	11	3	1
f0768c67-f38c-40a8-8f27-81a927fb5dca	206	110	116	0	13	28	3	5	31	52	0	8	7	47	9	3	5	6	3	5	0	7	2
f07b9192-c86f-4ee4-a3b5-feb9c5098bf4	176	76	156	0	24	71	58	7	63	4	44	22	21	79	0	67	7	2	4	4	1	2	2
f0a33adc-ea90-46ef-a24a-a8d7e4e15db3	0	221	0	396	516	507	145	16	114	0	35	26	62	384	25	71	33	48	107	24	20	15	83
f0b46dcd-ce45-4405-8744-8f8b35606b75	416	8	0	3	0	1	9	2	0	4	0	0	25	0	0	1	0	0	3	2	0	0	0
f0e0d978-3e32-4444-a07a-26049b2594e6	9	143	232	2	45	186	28	0	204	0	58	0	32	108	0	36	17	1	11	0	6	9	34
f0f2030e-17fd-4dd9-9104-899e59d72ed8	87	304	65	0	66	0	12	96	109	0	0	24	50	0	4	15	1	3	0	14	7	5	0
f1504811-8363-41e6-b43c-62452b1262d3	12	266	0	199	472	279	18	68	95	164	49	40	86	43	89	57	24	17	35	3	2	19	22
f1534b2a-5350-442c-bb9d-8c7142668d31	361	29	35	0	14	1	8	17	26	0	0	0	29	0	0	0	0	0	3	0	13	1	0
f15989a1-e820-4879-a535-438277acad49	411	0	10	0	0	5	7	5	0	25	0	0	9	6	1	3	1	0	3	3	0	3	2
f181848a-c622-11e3-bf01-24c6515278c0	40	48	305	41	0	80	24	19	7	43	43	11	13	39	0	21	9	7	6	5	11	2	5
f1a4f60a-5228-47cd-883f-ff8d2dfe1633	0	245	0	187	602	17	0	97	66	345	0	228	190	61	61	10	45	9	0	2	40	15	0
f1d73c2f-3d7d-4a0f-871b-b3bf76d865dc	244	41	140	35	0	8	2	1	0	0	0	1	6	83	3	5	5	4	3	0	0	3	2
f1d9124e-dfa2-415e-b8b8-dd872fd3e2cb	222	46	128	13	47	14	22	31	29	46	0	0	25	0	0	8	1	0	37	0	11	3	0
f1fdacf3-2bb5-400c-895d-ec7f472fa0d4	384	15	21	0	3	3	9	9	0	0	0	2	27	1	1	1	0	0	3	0	1	0	0
f21832da-df8b-43d4-9bf4-34ad72b1bcd9	416	0	0	0	0	1	9	0	0	0	0	0	25	0	0	1	0	0	3	0	0	0	0
f221c897-6ad0-0df9-e040-11ac0c4813ef	51	35	268	134	125	227	56	41	24	28	1	59	32	62	0	16	66	44	5	5	2	0	19
f221cbb5-eefa-187f-e040-11ac0c481708	0	278	0	229	133	433	28	83	35	255	0	275	25	44	0	187	30	16	0	28	55	26	0
f24688a9-7952-49d8-ba80-2bbad472379c	323	21	69	10	17	1	3	19	3	12	0	10	29	0	0	15	0	0	1	0	0	0	0
f266899a-1dab-4226-a965-bc1327c64080	395	12	12	2	0	1	7	4	0	0	0	0	27	0	0	3	0	0	2	1	1	0	0
f269134a-e3d5-4020-bcf5-01fb42f914b2	421	0	0	0	0	0	8	20	0	0	0	0	5	0	0	4	1	1	3	0	0	1	2
f26b1f44-12de-43ba-85bb-bc61741a5a88	0	161	0	580	329	412	0	71	0	248	0	286	82	166	80	22	89	20	0	39	0	8	14
f283ed80-8302-4f26-99ed-ea20d101289d	207	40	169	21	9	3	10	49	14	28	0	1	19	0	9	2	4	1	17	0	2	0	0
f2b2111c-c622-11e3-bf01-24c6515278c0	124	25	260	2	0	33	5	19	38	11	18	0	2	82	0	4	7	6	5	0	0	14	19
f2c08ac1-4755-4c36-a11d-338d8df9fa0d	385	10	32	0	0	1	9	8	0	11	0	1	23	0	1	3	0	0	3	0	0	0	0
f2d18ad2-2f18-4c1d-8b35-46f999a82f30	395	25	13	0	0	5	9	1	0	0	0	0	25	0	0	1	0	0	3	3	0	0	1
f2e639cc-c30c-459f-8afc-7ace7d0209c5	218	54	43	144	248	184	104	76	80	79	0	53	31	41	64	87	1	45	22	0	13	0	0
f35f7712-d5c6-47f6-98ed-704edbbc1e19	101	39	233	63	0	99	54	13	38	58	5	0	11	13	0	18	0	21	16	1	0	12	23
f3720205-dc76-4101-8a56-72043fc896b5	415	12	0	2	0	1	8	2	0	3	0	0	25	0	0	1	0	0	5	0	0	0	0
f37971bd-ec65-4840-8d4f-678692cee695	403	5	6	11	21	2	5	16	2	0	0	0	27	0	13	1	0	0	4	0	0	0	0
f37de4fa-52f6-4fe4-a3fa-41803032c93f	0	233	76	81	310	297	93	60	44	210	44	161	50	58	56	42	5	21	21	62	5	14	50
f389176f-d8f3-45c2-aae4-7378a3d6fc7f	104	82	0	304	252	433	346	68	241	118	0	26	60	67	46	27	102	61	60	134	0	3	0
f38b5d2e-5cab-45c7-bb0a-38b2efc5c156	126	151	0	202	244	254	61	74	50	205	0	223	69	48	24	20	22	123	9	39	18	15	0
f38fc6ac-2af8-4d89-a514-4e2c5fdf08de	413	4	4	0	0	1	8	15	0	2	0	0	13	0	1	4	1	0	5	0	0	0	0
f393ba16-9361-5df4-e040-11ac0d4844e8	133	0	251	40	109	171	61	16	0	73	41	11	6	9	22	5	2	2	7	0	4	2	15
f393baf9-2710-9203-e040-11ac0d484504	0	291	0	344	163	36	0	204	0	188	0	214	88	71	18	6	49	29	9	7	0	10	0
f393bafd-1baa-e5f4-e040-11ac0d48450b	49	179	129	104	124	87	62	116	41	64	33	76	34	38	0	7	6	90	15	5	3	18	24
f393bafe-7503-5c45-e040-11ac0d484511	0	201	139	217	0	154	4	25	12	186	0	84	21	82	14	8	30	22	11	5	0	7	0
f393bafe-c99f-3725-e040-11ac0d484514	52	103	48	187	416	152	125	175	230	22	175	0	82	104	68	100	24	54	39	16	3	3	33
f393bb00-888d-710f-e040-11ac0d484518	0	120	0	523	399	467	0	56	138	161	94	242	75	303	3	61	64	53	41	51	48	24	37
f393bb01-6ed7-9533-e040-11ac0d484521	0	294	65	200	70	22	0	116	31	130	0	63	50	55	14	7	36	7	0	6	0	26	0
f393bb05-53c2-f80a-e040-11ac0d484528	72	0	291	99	81	158	269	0	38	0	0	53	0	0	5	5	26	0	33	65	7	0	0
f393bb05-c737-4cc3-e040-11ac0d48452a	191	13	88	200	251	146	164	162	66	0	43	52	40	3	32	0	2	1	248	0	5	5	0
f393bb05-ec1c-17be-e040-11ac0d48452f	60	74	0	315	447	719	1190	30	64	78	0	431	17	238	117	48	15	222	51	26	139	79	34
f393bb07-270c-2c93-e040-11ac0d484533	0	109	130	265	0	180	271	54	160	96	5	138	61	173	73	25	37	50	44	0	0	72	0
f393bb08-4121-cad8-e040-11ac0d484535	0	140	228	121	0	159	20	0	93	25	14	14	32	87	14	4	22	42	12	4	15	0	0
f393bb08-5b50-e009-e040-11ac0d484537	37	0	162	126	201	409	694	0	185	67	127	180	60	8	0	16	6	18	171	30	48	50	142
f393bb0a-9b20-a0e5-e040-11ac0d48454e	75	0	199	220	71	140	168	38	73	38	40	0	70	102	47	7	23	12	34	12	0	42	0
f393bb0a-df7d-645c-e040-11ac0d484550	196	83	119	68	69	23	52	105	16	27	2	7	13	16	15	4	9	28	26	0	0	1	12
f393bb0b-08ed-3335-e040-11ac0d484554	21	263	0	231	207	287	80	32	59	227	0	154	37	61	0	69	48	65	26	5	20	19	23
f393bb0c-3ffa-cb72-e040-11ac0d48455c	25	36	238	147	101	183	92	19	132	0	100	0	57	127	0	67	69	27	8	0	0	4	0
f393bb0c-4178-ca4a-e040-11ac0d48455f	0	150	212	70	31	116	88	12	99	0	109	18	53	96	2	19	29	11	4	39	0	19	3
f393cfd8-ddbb-a0e1-e040-11ac0d48516b	374	15	14	11	28	10	44	15	7	0	5	0	29	0	0	0	0	0	52	0	0	0	0
f39cc911-36a7-4c06-9e91-4ad86281db3d	353	0	32	31	50	33	41	46	10	0	14	0	23	7	0	0	5	23	0	0	0	42	0
f3c1a125-06e9-41c4-9558-275a3e346cc5	381	15	29	6	0	1	10	14	0	2	0	0	22	0	4	3	0	0	3	0	0	0	0
f4025b40-a249-487f-8e93-7a140bcf57c1	335	5	73	0	1	5	8	4	0	27	0	1	21	0	4	1	1	1	2	2	0	0	0
f410b432-c622-11e3-bf01-24c6515278c0	0	114	286	37	0	93	6	8	29	86	0	0	16	16	7	13	7	11	9	18	10	1	0
f4798483-9e32-4e6a-8bb5-6f45af2a8ac5	412	0	0	3	0	1	8	0	0	6	0	0	25	0	0	1	0	0	3	3	0	0	0
f48c3c82-bebe-4b8e-909e-e1a51a7142ec	76	127	0	332	246	252	157	78	111	223	51	90	83	116	14	68	18	20	39	35	26	33	33
f4ada7a2-c4ac-4f89-ada7-4645861002cb	146	74	201	47	18	0	0	46	0	24	0	22	35	10	4	0	2	0	3	6	0	0	0
f4b9d98f-7b76-4eaa-9595-10b0973d5ff7	298	62	65	0	65	2	2	47	7	0	0	23	35	0	15	9	0	0	0	0	0	1	0
f4baf913-c4ac-46f3-83b6-306b9182207d	79	122	232	17	46	48	0	20	8	56	0	23	27	30	11	0	4	3	4	17	7	3	0
f4e673a9-5b85-46e7-bcac-2ce6e1026896	257	40	134	22	12	0	5	48	1	0	0	1	19	0	2	4	0	1	6	1	4	1	6
f4e926fd-006e-4c85-b71c-1433c325acb0	57	154	169	149	112	20	12	123	64	14	0	13	47	37	0	15	7	5	27	15	4	0	47
f4f48342-c622-11e3-bf01-24c6515278c0	231	41	129	38	27	3	12	41	17	5	0	0	25	30	0	0	17	7	5	0	0	0	4
f50fb278-1f0f-406e-b341-eb3d1b97afe6	0	252	0	210	529	513	193	73	14	217	43	217	28	106	79	59	51	49	127	51	0	26	41
f5378545-17d4-4a64-a57e-f6c91ef4cb3a	158	128	74	166	261	0	4	292	119	0	0	84	62	0	14	5	1	11	0	37	47	26	0
f54442d1-80fa-4678-ac94-c3ad03bc37fb	336	58	44	13	11	1	4	30	0	0	0	2	26	0	1	2	0	0	0	0	0	3	0
f54d6b6f-3bc2-41dd-81d0-74cf9e1e90e9	379	3	39	4	0	3	10	8	4	2	0	0	25	0	0	1	0	0	3	2	0	0	3
f5a97315-1906-4774-980e-0879c6ad368e	25	98	226	140	0	47	43	86	107	10	18	13	52	41	0	12	11	17	15	20	9	0	17
f5bb7ae4-4bb4-4e87-b83c-bc8620584989	149	23	211	3	10	36	117	15	42	0	43	18	23	68	0	6	0	4	69	0	0	3	32
f5c8f98a-c34a-49e8-a655-d8f29487b55c	367	0	42	8	0	1	7	3	7	10	0	0	26	0	0	2	0	0	8	0	0	0	0
f60007b3-0603-4ad1-8b47-d2d4c4c621e4	352	14	50	0	11	3	9	6	4	3	0	0	26	1	0	1	0	0	3	0	0	0	4
f601cf2f-081f-484d-ab0e-21a8ec8d3770	280	41	98	55	16	0	4	65	0	0	0	0	25	0	0	0	0	5	0	0	14	1	0
f6114c69-71a1-47d5-9b28-b0227b1872f7	104	63	127	18	240	283	739	3	63	0	34	77	19	0	2	7	62	241	75	0	70	0	0
f6189828-eeaa-4d21-b163-53bf3d47a640	0	291	73	154	162	17	0	98	2	155	0	70	72	15	22	0	16	25	9	15	0	2	2
f61e794e-c622-11e3-bf01-24c6515278c0	333	24	72	7	3	7	9	22	0	6	0	0	23	0	0	5	0	0	5	0	2	0	6
f640d377-98e9-41d3-8761-61eb33072c65	406	13	4	0	0	0	8	0	24	0	0	0	28	0	0	1	0	0	3	7	0	0	0
f64e9609-d75d-400c-a92d-d77fd54d6c29	422	3	0	0	0	5	5	0	0	26	3	0	1	20	0	3	4	0	5	2	1	2	1
f658c350-fb89-4268-8a59-a07e365f4221	311	50	60	5	0	29	22	0	0	9	0	20	3	42	17	9	4	1	2	1	3	1	0
f663ff15-c8d3-4bff-8bf9-bf8e983579e0	426	0	0	2	0	1	8	5	2	2	0	0	23	0	0	1	0	0	9	0	0	0	0
f69e5057-eda6-4391-ba9a-aedbf6b572da	0	153	132	249	167	80	43	177	94	121	0	92	54	47	38	32	14	19	14	23	24	38	0
f6c811ff-f22e-490b-9b23-b527d20e6e6d	0	268	80	186	77	29	0	106	14	167	0	117	59	16	32	9	26	11	4	4	2	17	0
f6e758a5-150f-4424-90b7-1c1a34aec9a3	318	6	82	10	0	17	2	0	0	41	4	0	0	24	4	2	1	1	4	10	3	1	3
f7187888-f261-4a39-99b4-966fd7207117	372	5	39	6	0	1	7	6	0	7	0	0	25	0	0	1	1	0	3	0	0	0	1
f7702c0c-9636-4700-a8ae-7a58afd9fa71	266	22	92	40	48	69	34	36	5	10	0	26	27	0	0	0	0	32	9	0	10	0	41
f7b847e5-0f5d-69b4-e040-11ac0c4845fe	348	8	54	21	3	1	5	25	0	8	0	0	22	0	0	15	3	0	2	0	0	0	0
f7b84b5d-8f28-e6b7-e040-11ac0c484704	120	62	184	21	92	33	37	62	22	76	28	38	18	72	0	1	24	4	99	3	3	0	0
f7b84bac-f161-9eee-e040-11ac0c4847ed	357	0	47	28	33	3	5	48	0	0	0	1	20	0	0	2	0	0	5	0	0	0	18
f7b84c09-15d4-3046-e040-11ac0c4847ff	402	4	9	1	1	6	7	4	0	5	0	0	22	2	0	1	3	2	2	2	0	0	0
f7c6486a-bb08-f77a-e040-11ac0c482953	412	0	3	1	0	1	9	1	0	4	0	0	25	0	0	1	1	0	3	0	0	0	0
f7c6a336-3126-7580-e040-11ac0c485971	322	26	29	50	71	54	12	18	42	0	3	0	26	55	0	0	44	7	10	0	0	0	23
f7c7373c-1972-4968-e040-11ac0d486e80	0	0	366	70	7	53	21	42	5	37	46	0	5	42	22	3	10	6	3	11	6	2	11
f7cc504a-37c9-45f5-b50d-599c54dca157	87	244	101	44	61	5	10	129	142	0	0	67	60	15	13	6	2	7	1	4	21	11	0
f7d128d2-3964-e3bc-e040-11ac0d481667	268	0	108	76	49	15	0	22	23	26	0	0	42	7	0	0	2	4	26	0	0	0	8
f7d70fac-c76f-399e-e040-11ac0c482f9c	168	0	0	388	494	343	88	79	50	159	0	157	41	231	57	129	64	16	8	0	0	105	59
f7d77a03-28a0-f446-e040-11ac0c4866fb	395	0	17	10	0	1	7	7	0	4	0	0	26	0	1	1	3	0	2	0	0	0	0
f7d7b3db-02af-61cb-e040-11ac0c480c03	415	0	0	1	0	1	9	1	0	4	0	0	25	0	0	1	1	0	3	0	0	0	0
f7dcc2e4-1fc4-4b39-bc6a-720e66116d68	0	342	0	180	142	318	57	23	34	161	0	205	34	128	72	33	18	19	44	0	72	22	7
f7e4a2a8-093d-9e36-e040-11ac0d480c7d	38	113	214	117	88	38	44	121	38	77	0	56	35	0	13	3	8	14	1	6	0	65	0
f7e7b258-b4b2-e6c5-e040-11ac0d486773	77	76	139	136	224	175	80	57	61	49	75	71	43	143	0	21	42	50	0	0	25	80	57
f7e7d61f-e2dc-b523-e040-11ac0c482000	351	26	47	0	1	3	4	12	0	15	0	6	22	0	3	0	4	0	1	0	0	1	0
f7e9eed5-7a0b-4b2d-bea3-fd8c42a3b90e	288	0	120	19	0	49	0	0	0	32	0	9	2	34	14	5	2	13	1	0	0	1	0
f7ed28a6-8f5f-e87b-e040-11ac0c48120e	330	8	74	1	0	37	1	0	0	34	0	0	0	12	0	2	8	3	5	1	6	1	8
f7f3e156-0dde-72b9-e040-11ac0d48542c	13	37	294	79	83	147	158	9	77	0	77	0	48	74	20	0	7	1	60	0	0	38	10
f7f66114-e321-1d4c-e040-11ac0d48541a	271	20	107	37	92	35	11	53	19	9	0	8	29	0	0	1	1	0	5	22	25	0	0
f7f6619b-fae8-3381-e040-11ac0c483f78	389	0	24	0	0	3	9	0	3	13	0	0	24	0	0	1	1	1	3	0	0	1	0
f7fdda4f-7bf7-ede7-e040-11ac0c486e57	199	63	118	158	61	0	0	135	8	0	0	16	36	0	5	0	0	0	26	0	0	15	0
f80293b8-ddb7-f575-e040-11ac0d48309d	358	6	49	23	4	1	6	14	0	1	0	0	28	0	0	0	1	0	2	2	1	0	0
f809247c-2bab-ab06-e040-11ac0d482b8a	273	23	122	19	0	9	7	17	0	11	0	1	28	0	0	0	4	7	1	1	0	0	0
f81693ba-09ee-4201-a389-0ceeda8a4636	182	93	157	0	60	41	5	49	63	13	25	0	20	0	0	0	3	0	1	1	9	10	10
f82d213f-9843-28eb-e040-11ac0d483e48	318	15	44	81	49	50	102	0	0	0	0	0	0	109	32	0	0	3	0	0	82	0	0
f82d213f-9ba5-7b6b-e040-11ac0c486882	0	150	223	0	143	211	40	53	187	0	11	90	30	142	6	0	66	108	0	2	21	5	0
f82d213f-bc06-5b51-e040-11ac0c48687e	224	107	88	92	46	0	0	80	0	24	0	4	19	14	0	0	19	10	2	8	0	2	2
f82d213f-bc99-5b1d-e040-11ac0c486880	4	214	58	177	344	273	282	112	72	84	112	184	84	87	0	88	3	72	33	88	26	0	94
f82d213f-caa7-fd59-e040-11ac0d483e46	202	0	66	45	24	98	1365	0	106	29	61	192	8	274	22	0	0	0	1	52	485	51	0
f82d2146-70f5-8114-e040-11ac0d483e50	24	0	0	346	515	839	411	130	204	262	382	289	131	151	153	159	83	45	67	8	44	0	62
f82d2146-726a-d0e0-e040-11ac0c486888	135	0	132	64	275	24	217	120	120	78	118	97	87	125	0	84	5	6	26	5	0	71	80
f83f1eb8-b2c8-c3d6-e040-11ac0c48261e	166	111	156	0	142	0	9	140	13	0	0	54	26	0	9	2	0	2	3	9	0	16	20
f83fc777-5416-c3e9-e040-11ac0d482c8e	91	0	0	39	764	1119	314	94	610	0	165	643	136	542	0	39	75	48	60	626	53	0	116
f8407106-8a96-8f85-e040-11ac0d481656	14	94	132	350	278	305	76	70	64	81	0	61	56	142	3	37	4	31	27	21	21	13	130
f841c488-6b8d-6645-e040-11ac0c481418	374	0	3	35	117	0	0	85	6	0	0	0	36	0	0	0	0	0	63	0	0	0	0
f8425828-5b0f-23a8-e040-11ac0d484128	334	59	46	8	0	6	21	50	2	3	2	9	10	0	4	5	0	0	6	2	2	2	7
f843ed5c-0336-3d33-e040-11ac0d48478c	104	50	199	28	230	154	90	6	23	0	39	71	20	127	0	4	2	23	8	0	123	0	116
f845ebba-8c56-b559-e040-11ac0c4863d5	41	91	241	144	98	150	78	26	29	13	0	25	41	107	6	16	38	5	30	16	15	7	0
f8467ec8-2d61-ba21-e040-11ac0c483584	317	0	28	0	63	10	598	0	24	0	14	1	74	0	0	0	63	0	0	0	229	0	0
f848b66f-bd9e-4fba-afd4-eb58848d1ef4	0	58	0	664	307	34	0	272	117	385	46	363	173	69	20	56	48	17	9	49	0	15	33
f8515e5a-7de3-6be3-e040-11ac0c480d6d	362	15	49	2	0	0	8	16	0	7	0	1	21	0	2	3	1	0	3	2	0	2	0
f85397dc-e6e9-4f54-e040-11ac0d48706c	21	107	111	276	354	215	108	31	66	185	50	48	61	195	2	27	26	12	41	30	78	23	8
f854ae3f-356d-f0ad-e040-11ac0c485dae	147	72	172	57	71	32	37	61	24	43	3	0	26	0	6	20	13	6	3	0	33	0	0
f856fa85-fdb8-c0b0-e040-11ac0d480b4e	22	246	0	302	506	284	141	149	2	116	0	165	85	123	19	9	37	39	31	61	0	44	80
f8572359-f29a-5945-e040-11ac0d4821cf	111	34	258	28	0	48	45	0	7	0	0	0	25	49	16	18	9	1	9	0	1	2	0
f858d813-f3c5-4ad9-8c20-9f231d6624d8	12	133	0	630	583	640	694	79	0	32	0	277	38	155	33	123	75	117	19	46	67	54	20
f8593ac0-9480-22a0-e040-11ac0d48697a	7	205	0	207	878	992	394	44	23	0	11	314	31	116	162	15	49	17	100	74	14	131	247
f85add3d-e2e6-31f8-e040-11ac0d48479c	0	145	0	388	871	138	16	190	58	217	62	175	124	287	89	75	58	4	31	50	43	28	5
f85ae2b7-cebf-17a2-e040-11ac0c48033a	42	106	223	105	157	9	12	166	42	13	0	75	24	12	17	20	0	2	15	6	4	5	81
f860bc4c-f31b-6538-e040-11ac0c48268f	59	2	302	51	81	73	51	7	104	0	0	4	38	162	0	0	2	0	36	0	73	10	0
f866123a-9eb0-e856-e040-11ac0c48717e	0	70	242	157	141	45	35	65	59	111	0	0	32	61	12	10	15	17	17	7	5	4	17
