Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q
11ae45fb-05f6-425a-9295-d50d13407006	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
120f01d1-8884-4aca-a1cb-36b207b2aa3a	46	324	290	86	56	1	517	14	185	0	356	6	82	0	29	37	0
122bf0a9-8052-49da-a9d7-0e5de9ab7032	379	44	0	3	0	22	21	1	0	0	7	0	30	0	0	0	0
123c9d1c-72ba-4d82-8e57-d5caa52a40ba	102	189	27	54	79	153	17	7	24	23	36	70	28	0	8	0	19
124d5b04-4588-44c3-9c00-61e064cf1bdb	117	118	81	35	53	196	53	70	42	17	7	23	43	0	11	27	9
126ee433-d345-4cac-882a-c91831a24690	72	309	76	32	0	63	157	4	180	0	19	0	53	0	3	1	0
127b0f7d-d24e-48b7-ac25-d3f14a43952d	0	307	99	181	0	82	161	0	0	0	198	82	82	0	20	12	0
12874085-a596-41ae-b4cd-817cb1ebb278	0	336	559	19	515	87	19	10	0	0	43	40	0	102	8	23	37
1292e13b-d7c6-447b-a227-9a8113215580	0	137	117	354	172	178	32	0	3	0	172	180	56	0	27	33	17
129459c1-38be-45da-bb87-18848c97c544	168	105	111	141	11	130	165	0	19	0	0	0	41	0	0	35	0
1295947c-c623-11e3-bf01-24c6515278c0	380	26	0	2	3	35	13	2	5	2	0	1	30	0	7	0	0
129d2c6c-6688-4b29-bfa7-8df3fe77b25a	423	0	1	2	0	2	0	1	0	0	0	0	32	0	0	0	0
129de5b2-d9b0-4762-9ef8-72d98231fb50	28	304	202	18	13	130	149	21	22	16	27	21	35	21	6	18	17
12ae2ba1-9484-47fe-8a3f-bba94a6abe0c	427	0	9	0	0	0	0	1	0	1	0	18	6	5	1	0	5
12d7121a-0345-4808-a819-09d6e3227bd5	404	0	0	0	35	33	0	0	0	0	0	19	0	0	1	1	8
12f038e1-00af-4c64-a2e0-9e63323492ef	127	33	166	96	229	191	76	83	118	100	44	33	39	111	15	32	0
12f1ae2f-2666-45be-9742-f502d212373d	219	125	24	0	0	104	35	0	23	19	22	11	35	1	2	2	0
131332b2-ff51-4bd7-a626-aff2ecea6135	311	111	21	31	0	20	90	0	0	0	0	0	22	0	2	0	5
1327bbd4-a466-4e26-905f-cf91315f1cc8	207	128	111	49	95	105	0	7	0	0	27	119	0	8	2	0	8
132f7f2a-b902-4343-aa08-cf6a7af10b9a	411	1	0	0	2	29	17	6	1	0	0	1	24	0	2	0	1
13446fc4-9fa6-4bb3-a00a-b9265b41eb12	426	0	0	0	0	0	0	2	0	0	0	0	26	0	0	0	6
134c9a92-e91e-4347-a9c4-727279edebb1	63	268	88	92	2	115	113	25	39	0	76	25	45	24	16	1	0
1358ff92-4db9-4e42-b63a-984a7bea425a	422	1	1	4	0	2	0	0	0	0	5	0	34	0	0	0	0
13642cf8-9840-4a7d-a26a-95f65b2c70c3	429	9	15	0	0	0	3	0	5	0	0	1	31	0	0	0	0
13bd2b30-c623-11e3-bf01-24c6515278c0	254	92	103	0	56	69	77	41	35	34	0	11	31	11	9	7	13
13c312ec-0add-4758-ab8d-c193e2e08c6d	315	10	3	0	14	109	0	2	0	0	0	52	0	4	5	2	3
13c62975-9f5e-4d40-a461-dceab08a31ec	199	103	56	30	23	134	66	0	0	0	0	0	16	53	3	3	0
13c7065e-6780-4571-978e-a7c13078ff50	372	0	0	0	0	68	18	2	0	0	0	0	21	0	2	0	10
13d05f7a-e16a-40ef-9a15-21257da2cf89	348	12	0	0	0	31	38	0	49	45	0	0	9	0	5	3	71
140d5fa9-afbe-444e-a7e7-6a4cb4ab2923	275	75	0	12	20	101	45	1	19	0	5	17	24	0	0	2	5
140d6ef7-0217-4d16-9add-215d0d14ba06	354	0	13	8	0	73	9	5	6	0	0	0	28	0	0	0	1
141918cd-3e23-45bc-96e1-b208c80f69e7	406	10	40	0	0	21	13	5	1	0	12	3	35	2	0	0	0
142b6dbf-c943-4a7d-8ab6-13a975f48d7a	174	108	33	19	28	177	84	3	16	32	0	1	20	0	6	13	12
14334aea-2dae-428c-9d4a-1a37878dfc3f	209	98	133	3	9	118	32	12	36	21	15	43	27	0	34	0	0
1447c8cb-25d4-4092-8919-4df08f898d2d	371	18	24	0	0	57	30	1	0	1	0	0	20	1	5	0	6
145f2b89-8878-4390-b0f6-f09b02fb138a	161	101	84	50	14	177	79	2	34	0	0	31	20	3	17	15	7
145f6dbb-9744-44f7-8485-e440689de3fd	300	81	32	0	2	76	90	0	7	0	7	0	12	9	2	0	0
14630c19-9ee0-4ab3-9d8b-8c3309d1e7d0	70	228	111	117	312	159	39	70	0	0	188	78	0	1	1	4	0
147e3496-514e-4da7-be42-7cd9be78ed04	426	0	0	0	0	0	0	45	3	0	9	0	34	0	23	0	0
148536ce-ee2a-4952-a19d-10d6f44146b9	383	21	0	0	5	27	11	0	8	0	9	41	7	0	1	1	0
1494bb16-f1f0-42a4-b10e-c383574cbc8b	398	0	11	0	2	29	13	5	3	0	0	0	27	0	2	0	1
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	70	168	155	88	2	176	34	0	13	22	15	120	16	0	6	0	43
14bf9bfb-14d6-4cac-a556-828f680e8a15	98	70	188	242	106	181	41	0	0	0	51	124	37	23	39	32	0
14c5b81d-da49-4db1-9834-77711c2b1d38	25	396	167	24	0	31	79	0	22	0	181	48	107	0	0	8	0
14cbcbb1-028b-471a-bb4f-8b29cfa5e4eb	416	25	0	0	0	0	13	1	0	0	4	0	27	0	0	0	0
14dd86c1-dfb3-4124-a453-4d64223bc048	416	11	0	0	0	17	11	5	0	0	0	0	22	0	0	0	0
14ed7388-41ed-43d4-afb2-04cd6410d5d2	22	237	442	176	197	115	43	163	0	0	110	94	35	10	25	37	18
14f41457-25c3-4979-8515-4f33322039a5	429	0	0	0	1	0	11	3	10	0	0	7	16	0	0	0	0
153a64ee-6322-4f2e-b3df-77ef7d3a4cf0	0	210	63	118	214	191	17	107	67	94	120	107	44	0	6	7	19
154f80bd-984c-4792-bb89-20c4da0c08e0	406	21	3	0	0	0	5	2	0	0	0	0	30	0	0	0	0
15563a10-47a8-401d-a507-2c7101f7ae60	351	20	15	17	0	52	1	0	0	0	0	0	41	3	0	0	0
1558629a-770a-4dcb-b0bf-9a8bcea9d80b	245	75	0	46	0	125	124	0	7	0	37	0	32	0	0	0	0
155873b2-e5de-405f-87f6-6de0d238b160	387	24	0	9	0	29	23	0	0	0	15	2	28	2	0	0	0
15678c3d-ce61-454d-849e-1d4ca358909b	303	31	33	5	13	100	25	3	29	10	0	9	28	0	0	0	0
15895218-c623-11e3-bf01-24c6515278c0	208	86	55	0	36	151	9	0	23	3	23	71	7	0	10	0	3
15a93657-0521-430a-a816-bf0842374b75	402	0	0	0	0	27	6	2	0	0	0	0	28	1	2	0	0
15abb2a3-10a2-4e04-8eb9-6eadbd976af0	425	0	1	0	0	0	1	1	0	0	0	0	31	0	0	2	0
15d597de-d26c-4ce1-b0cb-077e39b55f30	0	200	138	84	286	193	0	15	215	4	21	114	10	10	23	24	16
15daadb0-6b24-4248-9225-470dc08f1552	308	20	16	0	0	120	33	1	5	4	0	8	20	4	7	5	1
15dd024e-c0da-461a-84db-d01e60a22210	422	0	1	0	0	6	0	1	0	0	1	0	30	1	0	0	0
15e097e3-e468-466c-8e57-b59fba90bbf2	412	0	15	4	2	11	21	1	1	0	0	0	31	0	0	0	0
15e7d981-8c27-4b2b-b4f8-626e22021895	0	252	1311	152	237	0	234	81	150	32	190	230	135	0	72	20	94
15f90ef0-831b-40a3-98bd-ec226a9e8b26	113	139	113	94	16	164	119	0	47	0	33	14	38	21	19	10	3
15fd8dc8-c622-11e3-bf01-24c6515278c0	345	22	29	0	8	76	54	9	10	0	0	0	16	0	2	0	13
1659bae5-3140-4d05-891c-81b48277b2fc	37	178	661	121	476	107	47	79	65	47	1	100	0	11	20	258	9
16c6f975-48fd-4cda-946a-777cb922949d	316	83	38	40	0	26	128	0	4	0	33	0	31	5	0	0	0
16d33e09-2e21-4da2-8e57-e78ce28c4408	43	78	360	279	299	182	134	6	77	152	0	107	28	0	39	2	34
16d5519e-ecb9-4fc8-81f1-e0e4adf722a8	62	178	111	97	99	173	34	48	19	0	0	110	0	0	12	92	5
16df7888-2480-4394-8856-d57a6ef371d2	37	269	331	0	227	160	0	197	0	0	54	84	0	0	11	18	23
170ad241-9e24-469b-b7ca-3fd783a89b21	0	326	285	143	245	95	45	9	40	48	0	82	28	17	16	5	33
1727e88b-df0a-4af2-9191-8c6061d98ad0	167	41	0	48	77	225	17	18	13	0	20	72	4	0	4	8	11
172c9864-c26d-4e9b-947a-e8ce761e996d	241	80	54	0	35	107	5	87	52	38	37	82	0	18	1	0	14
1776f326-b12f-4355-8107-80fa6fcd2159	296	57	8	34	6	93	82	2	11	0	10	0	13	0	0	2	7
178d0486-cb0d-4979-8bdf-bb3fe99149bd	424	0	1	0	2	0	0	2	4	0	0	0	31	0	0	0	0
17a66d24-de77-4f2a-a8ad-d2c6a69e7671	426	0	0	0	0	0	0	1	0	0	3	0	31	0	0	0	0
17de5b12-c623-11e3-bf01-24c6515278c0	208	132	150	79	10	52	121	30	69	38	5	75	32	40	13	10	1
17ed8831-a261-42d9-8ff3-cf75a6cb2a24	81	145	326	283	168	95	74	162	34	20	23	120	33	2	76	23	4
183b04f5-107f-496c-8e9a-8263dd00cffa	95	176	130	68	50	160	73	0	15	22	31	74	26	9	8	4	11
186cacaf-4f20-4ad2-a07a-a7dc942a70b0	309	86	2	34	0	45	79	0	0	0	16	0	29	0	0	0	0
18ec066e-8510-4921-9e35-45d85fb01e38	347	18	101	0	62	0	23	514	82	0	99	0	65	140	0	0	0
18f5e75e-c623-11e3-bf01-24c6515278c0	345	20	25	0	45	72	45	8	23	0	3	4	12	0	10	0	22
18f9240e-7acd-41eb-a154-c2a67a1cbe9b	366	7	0	0	2	68	10	5	3	0	0	1	28	1	0	0	1
19085f7d-e6a6-406f-bd09-520a27e0283d	317	66	0	0	0	68	30	0	5	0	13	3	25	0	2	0	10
190eb791-383d-4e27-870d-e470630843e7	34	209	86	8	239	210	77	239	0	34	114	56	11	0	14	84	24
19233fd1-5229-466e-acf3-5882165758e0	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
1924d200-6929-4eef-8a7f-317f8fbab915	435	0	0	0	0	1	4	4	0	0	0	0	27	0	0	0	0
199bbb0f-996c-40c1-b06d-2066f04be778	384	20	8	0	0	22	5	0	17	0	0	8	23	3	11	0	0
19aa8223-ee84-4b5c-b11a-6ca2a2680b3c	357	40	1	0	0	49	17	2	0	0	2	0	28	0	2	0	3
19b6b9d6-6912-4b85-a4bf-52014bcb170b	314	75	56	1	0	58	9	15	0	1	0	25	23	12	2	2	4
19c1c97f-a3ec-44a8-8a20-6f97caed1a4f	78	296	373	0	0	70	21	16	39	0	8	45	94	33	6	11	15
19cd4360-8392-4bc2-ae88-fdc1335d886b	399	9	1	0	0	20	9	2	0	0	0	0	30	0	0	0	0
19d6cf34-1cd7-4242-a4d1-5d3e11f428aa	442	0	0	0	0	0	0	5	0	0	0	12	11	0	1	0	5
19def402-fb8d-4b27-90dd-ce9135a3c0a2	424	0	0	0	0	0	0	3	0	0	0	0	27	0	2	0	0
19fe27d8-c623-11e3-bf01-24c6515278c0	248	80	48	0	7	112	49	4	20	0	0	3	31	0	9	7	5
1a0ef226-41a5-4b56-9078-4b7834f0c976	235	0	17	76	81	166	11	51	45	54	0	67	4	0	1	2	21
1a134c18-ced3-4bae-9f15-5f0f09526639	408	9	1	2	0	11	0	2	0	0	2	0	30	0	0	0	0
1a319682-f55e-4e0b-8476-48a0bea6c265	275	112	34	18	0	61	99	0	15	0	12	0	32	5	4	1	0
1a391468-fbf3-451a-b88e-a257a26d047f	0	85	455	269	1421	0	0	603	308	330	209	0	0	127	87	167	146
1a4633c4-72a0-4e30-8c4c-345e04337627	265	68	52	5	0	109	38	0	36	13	3	18	26	0	0	11	5
1a5bf97e-3d49-4d3f-b385-ffa7a295be9c	403	30	2	0	0	9	18	2	0	0	0	0	25	0	0	5	0
1a841850-fca0-48ab-8c78-db0bd5a64435	153	104	162	42	57	182	58	0	16	46	2	57	16	0	10	8	7
1ac15380-04a2-42dd-8ade-28556a570e80	109	134	369	0	96	7	372	1118	165	0	584	12	89	713	0	0	20
1ac54c6e-a1e4-4f3b-b4a5-cdb327e0dca6	308	9	83	119	76	50	84	22	57	0	0	0	24	113	1	0	0
1aff91a6-1b0f-4575-8f4b-4e064a50b886	63	229	230	157	128	115	17	39	0	0	32	127	9	0	18	6	31
1b06afe2-c623-11e3-bf01-24c6515278c0	312	2	59	42	54	96	38	0	28	5	0	20	24	2	4	14	9
1b0fe1d5-b286-4f49-ae92-94d9c6db9657	292	122	17	17	0	31	56	0	0	0	3	0	27	2	0	0	0
1b1780d5-06da-40ee-9e15-02631a68027b	169	165	7	33	0	114	117	0	0	0	24	0	24	14	0	0	0
1b7838c9-c685-41c3-b184-a2e40c7c4dc7	404	3	0	0	0	28	29	3	4	10	0	3	0	0	2	3	2
1b8fe07d-859c-4d91-ade1-6b2bcb5774ce	371	21	52	23	28	17	8	2	12	31	0	8	42	0	6	11	3
1bb2bdb7-8a89-4e7d-903d-03a6f8018efb	175	187	79	6	125	65	11	37	138	0	72	98	17	0	56	0	1
1bb3a1c7-4d7b-4fb6-b54d-e94cbd0e32aa	8	165	264	357	136	96	235	51	192	22	24	81	94	97	37	0	22
1bbb522d-e224-4b3f-9e10-3a47d06b2b05	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
1bbfe6f2-ad19-4d29-895b-973f5a91c707	139	156	16	201	0	86	310	0	64	0	109	0	42	0	0	0	6
1bd47e40-d708-4ca2-b4b3-eb8d996c916b	421	8	0	6	0	6	9	2	0	0	0	0	28	0	0	0	0
1bd74f92-47f6-427e-af6f-299c3a7fe023	435	0	0	0	0	0	0	3	0	0	0	0	27	0	0	0	6
1bdfaa8a-1b7e-4251-b135-ce5e4568371b	392	14	1	0	0	34	13	5	0	0	1	0	27	0	0	8	0
1be81ade-7ad6-4e7e-90d0-f986b3fb0a25	366	39	12	21	0	31	38	0	0	0	0	0	30	0	0	0	1
1be8fa2c-8fea-4e8c-90db-c04d9fcdbf49	0	120	193	154	161	280	43	90	0	0	43	65	40	8	29	1	12
1bea3a72-3b73-4072-a6bb-96a90119d3ac	244	4	0	0	8	125	0	8	14	3	0	22	15	0	2	4	4
1c00925b-7328-4db0-b930-04aab2d80719	136	112	140	73	186	190	13	5	0	0	22	36	0	36	25	5	0
1c0e384f-7254-4afe-93c0-b3fc6c6a7894	54	121	161	308	353	175	22	14	0	0	178	152	0	47	19	2	0
1c10ab52-01a3-11e4-8395-af1f6b7ba88c	312	29	7	4	0	92	14	0	5	0	4	3	33	6	0	2	0
1c188bf5-2c99-4eb4-a774-59c75d53e643	60	0	1878	0	1241	0	269	746	163	251	882	166	229	582	70	89	29
1c1c6494-c623-11e3-bf01-24c6515278c0	376	11	0	17	0	43	32	1	7	0	0	1	21	0	4	0	4
1c28e44a-6e6c-44ed-b58a-e3262c0e6759	148	236	158	25	2	82	229	0	9	0	88	0	34	0	1	3	0
1c300960-e51c-4477-8fdd-026c7e545dc4	425	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0	0
1c3df485-8e75-4378-87f6-c6463a520624	57	195	20	97	0	212	128	0	6	0	48	31	23	0	1	10	2
1c9fbe26-1447-4335-aaab-06d6bb3e2741	180	61	44	68	109	182	29	23	56	13	19	49	21	0	5	0	44
1cb25b72-3726-4f12-9e22-f5c7e4b05681	339	54	25	0	0	42	5	0	23	18	0	22	16	6	7	0	0
1cd0acf2-3116-4dfa-a063-0a435b9f6da3	0	296	426	246	690	0	42	511	0	0	232	17	0	0	56	344	0
1d0617e8-2725-4411-b50f-e46ea1d43242	337	113	35	0	0	0	36	0	0	0	11	0	25	0	8	9	0
1d1eeba2-4d7b-4380-b0b6-26d246bc4158	381	51	6	0	0	0	16	0	0	0	1	0	29	0	0	1	0
1d2d355a-8409-4c8a-9f07-ac62885e228d	0	227	182	251	934	22	0	325	91	272	231	37	0	66	27	74	51
1d325d84-a3a0-4802-9842-76cb21cecb1c	409	9	51	2	0	12	16	2	0	0	13	40	7	9	0	0	0
1d4a091d-fe65-49c0-8810-5a95243b108a	183	97	101	75	60	139	28	0	0	3	18	84	5	0	10	0	23
1d6c9181-a02f-4c35-85b3-65dc5808f50e	263	36	0	21	0	135	59	0	0	0	0	0	24	0	2	3	0
1d91f9c7-67ba-4606-9f0a-01ec6fc08262	180	151	0	27	0	108	88	0	146	0	32	0	39	0	15	15	0
1d97ba51-d981-4986-9f71-c2b6cb9961c3	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
1daefc49-5248-4948-87ce-0ec19a248ef9	152	109	20	0	147	176	14	36	151	0	16	103	0	1	18	13	2
1db83e80-bdf7-4d8d-8008-bd8406d641fc	197	145	34	25	0	110	45	68	22	0	22	31	27	0	8	8	0
1dbdbb2c-c623-11e3-bf01-24c6515278c0	195	162	19	9	106	84	2	8	27	46	16	66	0	64	8	28	0
1dc9e7fd-fc62-4b32-9619-4e02a266a385	0	271	270	465	668	35	37	18	0	0	238	0	0	64	44	16	3
1dd96495-5f83-4d36-96cf-b77cd0cbbfda	437	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0
1de83d45-8492-4b83-9055-a9f43b823f91	403	26	9	0	0	14	14	4	0	0	0	0	29	0	0	0	0
1df8939c-c622-11e3-bf01-24c6515278c0	178	64	53	66	100	161	17	23	7	55	0	0	38	0	42	0	76
1e046ab9-fa4c-4c15-8d78-ed0048c80ebf	391	15	18	0	0	32	0	0	0	7	0	51	0	4	3	2	3
1e181878-c640-4e91-a620-3fc4b08a4de1	63	179	11	89	0	206	139	0	0	0	55	0	39	20	4	2	2
1e27cc8a-5394-4958-9af6-5ece1fe24516	192	234	98	0	0	22	174	6	33	3	184	23	61	0	2	0	7
1e2dcbcc-771c-43c5-8c8d-e0eb77cb3494	118	75	448	0	747	122	101	28	0	0	119	0	0	617	0	0	0
1e8ae8dd-74c1-44d5-a74e-bfdce801c736	367	14	9	0	5	44	0	3	0	0	2	66	0	0	3	0	0
1ea7e01c-c623-11e3-bf01-24c6515278c0	210	125	46	0	6	112	40	0	49	12	0	27	31	2	26	4	0
1eb1bc62-18f6-4bcb-a16d-aa6a91914031	405	30	0	0	0	18	59	2	0	4	0	0	0	4	1	9	0
1eb37b28-fac2-477a-88b3-e04291a07926	274	41	0	16	47	101	5	0	1	0	26	92	0	0	8	6	0
1eb62abc-7928-405b-84cc-f091ca5347b2	33	81	51	113	254	274	31	73	23	8	108	51	50	55	21	16	46
1f04210a-0c2e-4bb8-ac8e-86198e5f1d34	300	101	32	49	0	32	112	0	4	0	0	0	27	0	3	0	0
1f2a8889-4374-4037-bb56-0f20733380e3	0	279	1041	44	560	0	0	24	158	21	27	295	0	183	29	107	64
1f5e70c1-c5de-49e7-941a-46e11a4f4416	255	40	0	13	51	137	0	0	18	0	4	70	0	0	11	0	2
1f81a1b0-8089-44ef-87b5-b3359a407ad2	138	97	208	139	106	158	23	134	22	0	5	129	21	0	8	23	30
1f8d8720-30ca-4057-90f7-a34b8383eafe	405	8	4	0	0	14	1	0	0	0	0	0	33	0	2	0	0
1f967003-82d6-4932-a445-24fc25723594	0	275	226	6	410	114	0	0	140	162	0	55	0	29	7	38	25
1fd69adc-c623-11e3-bf01-24c6515278c0	341	51	0	5	0	46	46	0	0	10	3	1	17	7	8	0	0
1fdab6a6-7346-4229-aa8d-5dbd258f0c60	58	180	111	39	255	198	29	69	87	64	66	99	0	0	6	29	15
1ff155dd-deb4-44e0-b3a2-e4875b618435	244	101	8	6	0	114	53	5	3	0	15	5	16	0	2	10	0
1fff8b62-534b-4d71-a65f-e5f93b8b50ed	81	238	156	77	60	118	49	31	0	0	62	121	10	12	18	44	0
2009e5e7-1796-445b-8677-46b3804fe0bf	358	16	0	0	0	69	24	1	0	0	0	0	21	3	2	5	5
2045c788-9ea8-4ea5-a5e3-65fc16a62adb	24	89	261	392	246	156	98	53	26	69	124	97	100	49	13	69	19
207f8a42-5b05-4876-b0ae-ebfaeea27844	0	160	145	638	666	0	53	0	133	112	298	208	71	78	57	21	0
209a9b10-7129-48fe-a899-d14ba17efe6f	357	0	7	8	2	78	5	6	0	0	13	26	13	5	3	0	5
20d1b88b-3ff6-4201-a748-6a993500c652	330	67	0	0	0	48	0	1	65	3	2	16	26	5	0	0	0
20e02396-e676-412d-9724-44a428919cdb	81	184	236	185	449	29	19	285	278	6	57	72	65	1	13	133	23
2102558b-87b0-447b-bb9a-e4ae9df8b75e	211	167	89	112	0	55	193	0	3	0	1	0	15	0	3	9	0
2109e1d4-c623-11e3-bf01-24c6515278c0	305	40	53	56	33	67	108	40	28	0	2	0	31	13	12	7	1
21205681-a0c7-48d0-81d4-0b7ef31158cf	35	189	150	123	117	182	43	97	48	0	100	105	51	0	4	46	4
2182ce2c-5941-4b65-9419-fc7966d5e6d5	361	85	19	0	0	5	43	5	16	0	37	0	28	0	0	0	0
21b1a37f-e91e-4ce1-83cf-bb89b8d0fb35	179	234	4	0	158	54	20	11	100	6	18	65	0	8	13	0	13
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68	395	17	2	0	0	19	15	2	0	0	0	0	27	0	0	0	0
221d0290-c623-11e3-bf01-24c6515278c0	232	99	17	1	72	134	0	2	0	0	16	44	0	4	2	20	0
22578b9f-78dc-464c-9bb9-382f033283d0	398	21	6	3	1	22	24	3	2	0	0	0	25	0	0	0	1
228fb827-c05e-494c-8a21-e1d925e100cb	370	0	33	57	55	33	41	1	10	12	0	0	18	0	26	0	28
2290b078-6a5b-4c83-9dfb-b525bbf14e4e	21	163	430	113	252	167	78	94	27	37	68	0	77	108	74	28	20
22cd3875-a123-4f0d-8cd1-371958208ad6	408	0	6	4	1	18	11	7	0	0	0	0	29	0	0	0	3
22d67778-61fc-4f15-95b8-7e7c6cc7112b	301	68	8	0	17	83	39	3	3	0	8	9	20	0	2	9	2
22edd867-dcd6-42b5-92bb-025ceb84b106	159	136	287	0	275	77	42	0	143	121	31	0	18	224	7	0	0
230f53ef-be3f-495e-9b95-b0f670bd6908	409	10	18	0	12	8	0	6	0	0	0	4	34	0	0	1	2
2316ee90-c623-11e3-bf01-24c6515278c0	351	37	3	0	7	41	7	0	2	8	0	0	33	0	2	1	0
2321c412-7730-4694-bc8f-199d7e51a7f8	416	4	0	0	3	7	0	4	7	0	0	0	33	0	0	0	0
232b7754-b3c3-4530-9d24-3af40d9b2816	340	32	6	4	2	61	31	0	5	0	12	0	30	2	4	0	0
2399ab13-abfa-480e-9fda-7947edc420be	192	123	0	21	9	140	124	0	2	9	56	5	29	0	0	2	1
23cc70c4-b744-4fa0-a0de-b25c0fdf212f	401	26	23	0	0	0	0	0	0	0	0	6	25	0	11	0	0
23d77176-dfed-4bee-ac96-9934377d8d81	0	68	0	682	767	168	14	119	0	0	182	0	0	79	50	6	0
23d86395-9e20-4cf9-bf7e-f76544a1f772	384	0	11	89	47	0	40	7	8	12	0	0	28	0	57	0	0
23eb72d8-c622-11e3-bf01-24c6515278c0	340	69	20	0	0	37	9	0	0	0	3	0	32	5	4	0	0
23fa90d5-b273-4e2c-9c88-68aa57b60e97	425	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0	0
241abdfd-e6de-4830-a233-4bbc5f622725	220	103	54	24	10	122	120	2	6	33	39	0	12	8	0	3	21
2425a532-f562-423a-88f5-228642f53875	395	2	10	0	0	45	12	6	0	2	1	12	17	1	0	1	4
2439ec74-1713-4d47-a5d9-886f69dddcb6	188	175	44	12	19	91	85	17	32	0	0	0	38	25	0	0	0
2468e58c-c623-11e3-bf01-24c6515278c0	55	221	49	52	263	161	38	45	0	0	116	21	0	0	22	86	9
248fd0ed-f14c-40b8-9f14-e9c7adf16e22	424	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0
24badf07-8615-48a3-8d6e-45c3d783f18d	357	28	10	68	22	15	52	126	19	0	48	43	30	0	0	6	0
24f887e1-ce82-40f3-9674-11102bd076c0	433	0	0	0	0	1	12	3	0	0	0	0	11	1	0	0	4
25103371-28ac-4f43-b0e2-2d376d0dcb84	162	162	63	0	85	114	0	151	84	0	0	81	23	19	3	8	15
25224aa0-cfdd-48ec-92e5-8f3992a3e574	30	178	410	480	896	0	41	658	19	83	292	0	57	9	253	11	0
252a1c43-f954-44d7-8e31-6bcd0157a05c	403	2	0	0	0	33	7	6	0	0	0	0	26	0	0	0	0
2564a262-03e8-467b-9ea2-f3ab38d75ae1	339	37	129	94	224	20	3	0	0	16	6	30	26	0	0	0	48
2572b0bc-c622-11e3-bf01-24c6515278c0	286	25	16	14	9	115	11	0	0	7	6	0	32	6	15	0	0
2584b428-c623-11e3-bf01-24c6515278c0	144	76	36	186	388	116	29	189	227	11	0	98	17	0	43	31	0
25bee010-cc99-4af0-ba2f-fe4dd308be33	411	0	9	12	0	24	0	3	0	1	0	36	0	0	3	5	5
25c002f7-e972-421a-b32d-7dd675d81931	425	0	0	0	0	0	0	3	0	0	0	0	28	0	0	0	0
25c32aca-6738-43ef-a103-243f2f9a3b43	175	45	204	155	208	121	35	49	86	60	21	200	10	4	1	7	6
25c76a8f-77c0-4650-bddf-45ed0c10a2e6	0	139	57	112	26	296	98	4	0	6	11	11	40	41	24	2	4
25c99312-bf63-4654-a73a-03c3c1cd50b6	379	45	37	0	13	9	15	25	11	0	6	12	27	0	36	0	0
25cf7449-8c5b-403e-aa75-e2af158598e8	145	203	67	97	0	111	202	2	16	0	0	0	0	0	5	0	8
25e20393-752b-4796-9001-0e22ee04c586	326	84	24	0	0	46	32	0	3	3	1	8	18	1	5	0	3
25e4cad7-2403-4992-9cbc-433574673549	272	39	0	0	17	107	46	0	86	0	0	14	18	16	4	8	4
25e68b09-7d62-4449-a14a-8d09edd96db6	416	0	2	0	2	10	0	2	0	0	0	0	32	0	0	0	0
25f07374-313a-4100-9a60-3d21d2988fca	0	309	250	191	41	58	184	107	120	0	119	48	95	31	32	23	16
25f73b03-4ba8-47ba-ad80-6ccb82105c98	74	180	179	183	386	131	22	31	0	0	74	0	0	135	6	22	0
2660825c-68f0-4631-948e-6da158edbe9e	318	82	0	0	24	35	14	0	47	0	14	61	0	0	3	0	12
267a9862-17bd-4056-ba4a-1f373736ffbb	371	0	0	0	0	58	9	5	0	0	0	0	28	0	2	0	0
26c301a6-a597-4c24-9f6c-2293e5ae41c7	379	43	5	0	0	14	9	1	6	5	2	0	29	1	0	0	0
26de406e-c623-11e3-bf01-24c6515278c0	366	5	10	10	6	60	20	10	0	14	5	6	26	0	0	0	14
274723ac-2bc1-4e2c-b31a-1907217b9f84	421	0	8	0	0	16	0	5	0	0	0	17	17	0	0	0	2
27847313-3b1e-47f2-84f1-acadaf265cf3	245	46	13	5	17	158	4	5	10	0	10	50	9	4	5	0	8
278b2498-1d64-493b-ac43-3489ec86f313	355	40	0	5	0	30	49	0	0	3	28	0	30	5	0	0	0
2790b964-63e3-49aa-bf8c-9a00d3448c25	235	105	44	11	0	120	63	0	0	2	0	4	15	8	1	9	0
27b56bf2-7a9d-4061-98d4-61fe2761578c	68	218	264	0	114	147	65	179	128	14	101	72	36	0	23	0	26
27f87d1e-2c32-4beb-9677-62f7a286673d	73	3	607	433	596	97	79	768	77	0	193	171	9	27	150	92	23
27fcccdc-c622-11e3-bf01-24c6515278c0	291	125	54	0	0	30	5	0	37	0	0	29	28	17	7	2	0
