Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y
ee7b8074-c622-11e3-bf01-24c6515278c0	252	113	48	1	14	7	3	6	12	6	0	24	24	8	1	7	6	4	9	0	4	1	0	0	0
ee8ba991-8c96-476e-b096-49f3aaaffc2f	38	214	97	138	28	155	38	25	55	54	95	17	48	22	70	54	8	21	11	0	0	4	0	7	178
ee963667-56b1-49bd-8896-e07b536d3014	162	200	50	72	50	0	0	0	45	10	0	24	0	36	0	10	4	7	4	6	2	4	4	1	6
eeddf701-93f9-4f10-85cb-9dce1760bae8	243	95	85	30	27	0	11	5	39	6	0	24	0	14	7	13	0	4	0	2	0	4	1	0	7
ef002c3d-358f-4fc0-98f3-2f8b89de4374	33	149	149	117	40	135	79	50	18	79	26	23	119	75	22	14	28	13	16	9	0	15	48	1	18
ef3a0ccd-85bc-4e5f-a8c6-5a2e2d9e6717	175	166	0	191	1	33	51	104	58	73	0	38	73	64	0	44	3	2	4	15	0	4	0	1	32
ef3b454c-b2cf-4f68-a2ab-733620b6714e	359	41	0	1	0	0	18	0	6	0	1	26	0	0	1	17	0	0	0	0	0	0	0	0	0
ef673d3d-2031-4036-ba25-4bc7ef04075b	185	149	34	24	17	1	95	0	48	1	0	29	0	0	0	7	1	0	0	5	0	1	0	5	0
ef76231d-5a21-4bbd-9847-c01be6fe8916	399	12	0	0	3	0	0	0	0	0	0	27	0	1	1	17	0	0	0	0	1	0	0	0	0
ef78f09c-c622-11e3-bf01-24c6515278c0	168	167	50	34	43	5	33	2	28	22	4	31	0	17	0	3	6	1	16	0	5	3	4	0	0
efacd7d6-56cf-4f6a-87f0-1a7ab6b1a643	231	131	0	30	41	5	26	0	38	48	19	25	14	12	2	35	7	8	0	16	0	0	0	1	4
efbec43c-0c16-4006-abe8-c3ec2ec42c05	80	48	224	30	44	28	165	0	106	10	0	29	14	10	74	13	3	23	4	0	9	7	3	14	0
efc39172-083c-4297-b922-3f58df781332	183	130	37	35	9	1	107	0	28	5	0	25	0	19	0	4	8	3	3	0	6	0	0	0	0
efe4d5dd-fffb-41df-ab86-be06cc16646f	32	236	32	98	40	212	72	0	0	121	207	33	11	24	63	29	5	6	12	171	0	6	0	15	10
efec3225-de07-4559-9a90-95223495cc61	0	103	183	118	190	11	155	0	112	27	0	81	0	107	143	0	20	17	8	0	11	18	7	0	0
effb868c-f905-41a0-ace1-b5e508732534	337	56	22	0	3	0	21	0	32	0	0	15	0	0	9	18	5	0	2	1	0	1	0	0	0
f03330dd-c616-4ad5-abc3-6d6b0445e9e9	411	6	5	0	0	0	0	0	3	5	0	21	1	4	0	20	0	0	0	0	1	0	1	2	0
f047cb85-8f88-45d5-83c3-0416c9f3fff7	336	66	9	11	0	0	0	0	12	8	0	24	0	8	5	18	0	0	6	3	0	0	0	0	0
f04aecf0-eb12-4ab9-928e-7bcf201b0b40	386	27	1	5	0	0	0	0	3	5	0	27	0	2	4	17	0	0	0	0	0	0	0	0	0
f064f762-c622-11e3-bf01-24c6515278c0	135	234	40	5	17	1	0	13	40	32	2	20	27	2	0	20	5	3	0	0	1	1	1	9	2
f075dcdb-4b6a-4186-bfc5-c1787c4a14ac	232	125	45	9	14	7	41	0	20	14	0	30	0	16	7	13	1	0	3	0	0	3	8	0	0
f0768c67-f38c-40a8-8f27-81a927fb5dca	167	170	101	13	0	27	5	0	6	26	2	8	41	47	6	10	5	6	2	8	5	6	0	3	2
f07b9192-c86f-4ee4-a3b5-feb9c5098bf4	142	197	67	17	0	65	0	38	8	40	53	22	93	23	24	29	6	2	56	0	3	3	0	2	0
f0a33adc-ea90-46ef-a24a-a8d7e4e15db3	0	0	223	496	316	432	84	98	17	23	75	61	435	81	0	176	33	47	56	19	27	17	16	77	39
f0b46dcd-ce45-4405-8744-8f8b35606b75	406	2	7	0	0	0	12	0	3	0	0	24	0	0	0	19	0	0	0	0	1	0	0	0	0
f0e0d978-3e32-4444-a07a-26049b2594e6	1	245	131	44	0	160	15	57	0	135	47	36	184	0	0	1	16	2	34	0	0	9	6	13	25
f0f2030e-17fd-4dd9-9104-899e59d72ed8	76	101	282	82	0	0	4	0	78	116	8	51	0	0	13	10	1	3	13	2	11	5	6	0	0
f1504811-8363-41e6-b43c-62452b1262d3	1	34	258	464	217	238	47	70	57	118	5	86	24	143	0	73	23	16	46	69	3	16	3	25	23
f1534b2a-5350-442c-bb9d-8c7142668d31	335	63	19	18	0	0	0	0	14	27	4	30	2	0	0	13	0	0	0	0	0	1	10	1	0
f15989a1-e820-4879-a535-438277acad49	386	34	0	0	0	2	4	0	7	2	0	10	1	18	0	21	1	0	1	1	3	3	0	0	0
f181848a-c622-11e3-bf01-24c6515278c0	100	166	32	15	0	65	164	57	14	1	15	12	43	19	6	20	9	7	17	0	5	3	6	3	0
f1a4f60a-5228-47cd-883f-ff8d2dfe1633	0	0	340	538	271	31	0	0	84	91	0	188	0	301	208	0	41	10	12	43	0	14	26	6	16
f1d73c2f-3d7d-4a0f-871b-b3bf76d865dc	261	88	39	0	10	17	62	0	0	0	0	6	59	17	0	8	4	4	4	2	0	3	0	2	0
f1d9124e-dfa2-415e-b8b8-dd872fd3e2cb	178	176	32	49	21	8	13	0	27	31	14	26	0	31	0	31	1	0	5	0	0	3	8	29	0
f1fdacf3-2bb5-400c-895d-ec7f472fa0d4	363	45	9	4	0	0	0	0	8	0	2	27	2	0	3	17	0	0	0	0	0	0	0	0	0
f21832da-df8b-43d4-9bf4-34ad72b1bcd9	411	0	0	0	0	0	0	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0
f221c897-6ad0-0df9-e040-11ac0c4813ef	69	207	17	137	101	194	115	27	33	26	39	31	62	27	37	49	62	42	12	0	4	3	1	1	4
f221cbb5-eefa-187f-e040-11ac0c481708	0	0	223	152	224	392	206	0	64	76	38	28	11	150	235	73	28	17	155	0	23	24	41	0	0
f24688a9-7952-49d8-ba80-2bbad472379c	296	100	14	16	13	0	0	0	17	2	0	30	0	8	11	14	0	0	12	0	0	0	0	0	0
f266899a-1dab-4226-a965-bc1327c64080	376	29	10	2	0	0	0	0	4	0	0	27	0	0	1	17	0	0	1	0	0	0	0	0	0
f269134a-e3d5-4020-bcf5-01fb42f914b2	415	0	0	0	0	0	0	0	20	0	0	6	0	0	0	21	1	1	1	0	0	1	0	0	0
f26b1f44-12de-43ba-85bb-bc61741a5a88	0	0	213	278	634	431	55	0	58	21	0	84	81	223	249	0	82	21	33	67	39	10	8	8	12
f283ed80-8302-4f26-99ed-ea20d101289d	205	140	31	18	10	0	66	0	41	16	2	20	0	10	0	19	4	2	0	7	0	0	2	12	0
f2b2111c-c622-11e3-bf01-24c6515278c0	152	191	18	0	0	31	76	10	16	8	5	5	97	13	0	3	7	6	3	0	0	12	0	4	17
f2c08ac1-4755-4c36-a11d-338d8df9fa0d	367	43	6	0	0	0	12	0	8	0	0	23	0	4	3	20	0	0	1	0	0	0	0	0	0
f2d18ad2-2f18-4c1d-8b35-46f999a82f30	385	18	20	0	0	2	9	0	2	0	1	24	0	0	0	18	0	0	0	0	2	0	0	0	0
f2e639cc-c30c-459f-8afc-7ace7d0209c5	140	154	27	247	156	156	0	16	66	85	79	36	40	77	31	82	1	43	68	60	0	0	10	13	0
f35f7712-d5c6-47f6-98ed-704edbbc1e19	120	165	22	0	37	78	133	16	13	36	36	11	23	25	0	46	1	20	12	0	0	10	0	7	7
f3720205-dc76-4101-8a56-72043fc896b5	408	0	16	0	0	0	1	0	3	0	0	24	0	1	0	19	0	0	0	0	0	0	0	2	0
f37971bd-ec65-4840-8d4f-678692cee695	382	24	2	22	11	0	0	0	15	2	0	28	1	1	0	15	0	0	0	11	0	0	0	2	0
f37de4fa-52f6-4fe4-a3fa-41803032c93f	5	59	200	321	69	252	140	85	48	70	76	51	26	136	129	58	6	20	31	38	46	11	1	11	104
f389176f-d8f3-45c2-aae4-7378a3d6fc7f	0	120	57	322	226	322	75	89	56	210	224	59	146	57	0	234	98	58	5	38	108	10	0	20	0
f38b5d2e-5cab-45c7-bb0a-38b2efc5c156	69	91	164	257	221	215	0	20	63	89	22	67	11	160	192	103	21	116	11	20	29	15	9	0	12
f38fc6ac-2af8-4d89-a514-4e2c5fdf08de	390	25	2	0	0	0	0	0	14	0	0	14	0	1	0	20	1	0	2	0	0	0	0	2	0
f393ba16-9361-5df4-e040-11ac0d4844e8	189	114	0	126	2	140	162	63	11	4	44	7	9	35	0	37	2	2	2	10	0	1	4	2	14
f393baf9-2710-9203-e040-11ac0d484504	0	0	296	140	358	54	110	0	174	0	0	90	35	135	199	0	45	28	10	15	9	10	3	16	0
f393bafd-1baa-e5f4-e040-11ac0d48450b	8	184	151	144	81	61	65	66	101	35	24	36	47	48	63	70	6	85	2	0	4	17	1	5	0
f393bafe-7503-5c45-e040-11ac0d484511	20	26	180	0	159	143	303	0	19	9	20	20	72	91	67	4	27	22	8	2	9	6	2	13	0
f393bafe-c99f-3725-e040-11ac0d484514	0	122	84	416	152	77	30	236	158	140	43	89	214	39	0	162	25	52	73	57	16	8	4	9	5
f393bb00-888d-710f-e040-11ac0d484518	0	0	188	338	549	446	0	85	51	120	0	76	276	201	203	59	60	51	59	2	48	23	41	42	42
f393bb01-6ed7-9533-e040-11ac0d484521	14	6	277	70	165	26	207	0	96	24	0	50	51	69	50	0	33	8	8	7	9	22	0	0	0
f393bb05-53c2-f80a-e040-11ac0d484528	130	174	0	72	89	149	74	0	0	48	279	0	0	0	47	0	23	0	17	0	35	0	9	38	18
f393bb05-c737-4cc3-e040-11ac0d48452a	160	121	1	256	200	122	0	57	136	62	152	46	25	0	32	89	3	2	0	27	0	5	8	208	0
f393bb05-ec1c-17be-e040-11ac0d48452f	40	0	67	484	206	621	116	110	25	54	1046	18	254	110	380	271	18	209	34	84	32	71	97	28	19
f393bb07-270c-2c93-e040-11ac0d484533	0	46	102	5	177	143	255	54	50	92	230	59	235	44	122	84	35	48	16	56	0	61	0	29	0
f393bb08-4121-cad8-e040-11ac0d484535	45	65	110	0	34	136	282	31	0	62	27	30	110	0	7	10	20	39	3	5	6	2	12	10	0
f393bb08-5b50-e009-e040-11ac0d484537	43	109	0	241	78	334	105	185	0	194	616	55	42	19	136	166	7	18	8	0	14	43	40	129	155
f393bb0a-9b20-a0e5-e040-11ac0d48454e	71	156	0	85	154	95	120	84	35	22	110	66	156	17	0	99	23	12	0	38	18	37	0	13	0
f393bb0a-df7d-645c-e040-11ac0d484550	183	121	70	81	55	13	53	14	91	10	35	17	24	19	0	36	9	27	2	11	0	1	0	19	0
f393bb0b-08ed-3335-e040-11ac0d484554	0	57	274	203	257	250	9	19	25	96	61	35	17	168	124	82	46	61	54	0	2	19	13	16	46
f393bb0c-3ffa-cb72-e040-11ac0d48455c	33	189	31	104	97	141	93	129	18	64	62	55	196	0	0	66	64	26	53	0	4	7	0	0	0
f393bb0c-4178-ca4a-e040-11ac0d48455f	30	146	142	40	28	94	96	124	12	55	72	49	135	0	14	32	27	11	15	0	32	17	4	1	4
f393cfd8-ddbb-a0e1-e040-11ac0d48516b	350	37	8	30	8	6	0	8	13	8	35	29	0	0	0	30	0	0	0	0	0	0	0	42	0
f39cc911-36a7-4c06-9e91-4ad86281db3d	324	57	0	58	22	19	0	25	41	0	23	25	21	0	0	33	5	22	0	0	0	35	0	0	0
f3c1a125-06e9-41c4-9558-275a3e346cc5	366	36	13	4	1	0	11	0	12	0	1	23	0	0	0	19	0	0	1	3	0	0	0	0	0
f4025b40-a249-487f-8e93-7a140bcf57c1	306	99	0	5	0	1	12	0	4	0	0	21	0	16	1	19	1	1	0	3	2	0	0	0	0
f410b432-c622-11e3-bf01-24c6515278c0	56	138	88	0	0	76	229	5	7	27	3	14	21	31	0	22	7	11	8	0	13	1	7	3	0
f4798483-9e32-4e6a-8bb5-6f45af2a8ac5	398	12	0	0	3	0	0	0	0	0	0	26	0	3	1	17	0	0	0	0	2	0	0	0	0
f48c3c82-bebe-4b8e-909e-e1a51a7142ec	0	92	141	268	307	186	61	105	69	103	75	79	128	166	63	171	18	20	48	12	27	30	17	9	33
f4ada7a2-c4ac-4f89-ada7-4645861002cb	170	140	66	19	35	3	82	0	39	0	0	34	5	12	18	0	2	0	0	3	6	0	1	3	0
f4b9d98f-7b76-4eaa-9595-10b0973d5ff7	269	107	49	69	0	2	0	1	41	8	0	36	0	0	20	8	0	0	8	12	0	1	0	0	0
f4baf913-c4ac-46f3-83b6-306b9182207d	98	187	107	46	11	49	83	1	16	11	0	27	17	41	19	0	3	3	0	7	14	3	6	6	2
f4e673a9-5b85-46e7-bcac-2ce6e1026896	250	123	32	16	13	0	38	0	41	1	0	20	0	0	1	14	0	1	3	1	1	1	3	3	2
f4e926fd-006e-4c85-b71c-1433c325acb0	76	128	136	117	125	14	103	12	104	59	1	49	44	15	3	29	7	5	13	0	10	0	4	21	16
f4f48342-c622-11e3-bf01-24c6515278c0	232	106	38	28	24	0	50	0	36	2	2	26	42	3	0	18	16	7	0	0	0	1	0	1	0
f50fb278-1f0f-406e-b341-eb3d1b97afe6	0	0	305	501	255	474	0	42	59	83	206	30	14	203	159	80	47	47	51	58	38	22	0	110	94
f5378545-17d4-4a64-a57e-f6c91ef4cb3a	149	92	122	286	171	5	7	0	246	134	5	73	0	0	72	10	2	12	10	13	26	23	31	0	0
f54442d1-80fa-4678-ac94-c3ad03bc37fb	309	76	49	13	12	0	0	1	26	1	1	26	0	0	2	11	0	0	1	0	0	3	0	0	0
f54d6b6f-3bc2-41dd-81d0-74cf9e1e90e9	361	52	0	2	1	0	9	0	8	2	2	25	4	0	0	19	0	0	0	0	1	0	0	0	0
f5a97315-1906-4774-980e-0879c6ad368e	91	93	89	16	86	31	156	38	72	81	27	50	74	0	10	31	11	16	8	0	14	0	6	7	0
f5bb7ae4-4bb4-4e87-b83c-bc8620584989	155	181	15	6	0	31	56	40	14	15	108	24	91	3	16	34	1	4	5	0	0	4	0	58	11
f5c8f98a-c34a-49e8-a655-d8f29487b55c	342	64	0	1	8	0	0	0	3	7	1	26	0	5	0	18	0	0	1	0	0	0	0	5	0
f60007b3-0603-4ad1-8b47-d2d4c4c621e4	327	78	9	12	0	0	0	0	6	3	1	26	3	3	0	18	0	0	0	0	0	0	0	0	1
f601cf2f-081f-484d-ab0e-21a8ec8d3770	287	60	39	21	41	0	47	0	55	0	0	26	0	0	0	11	0	5	0	0	1	1	10	0	0
f6114c69-71a1-47d5-9b28-b0227b1872f7	96	127	21	263	0	222	67	83	0	61	636	19	25	0	47	170	60	225	0	0	0	0	57	48	0
f6189828-eeaa-4d21-b163-53bf3d47a640	15	36	280	153	148	20	149	0	81	9	0	71	0	96	57	3	15	24	0	15	14	3	2	9	0
f61e794e-c622-11e3-bf01-24c6515278c0	326	57	18	8	0	3	32	3	19	0	2	23	0	0	0	17	0	0	3	0	0	0	1	2	10
f640d377-98e9-41d3-8761-61eb33072c65	388	20	9	0	0	0	0	0	0	26	0	28	0	0	0	18	0	0	0	0	5	0	0	0	0
f64e9609-d75d-400c-a92d-d77fd54d6c29	408	16	7	0	0	8	0	0	1	0	0	3	6	26	0	18	4	0	1	0	1	1	1	2	0
f658c350-fb89-4268-8a59-a07e365f4221	284	97	40	0	2	32	0	0	0	0	18	4	30	19	20	13	3	1	8	13	1	1	2	1	0
f663ff15-c8d3-4bff-8bf9-bf8e983579e0	418	0	2	0	1	0	0	0	6	3	1	23	0	1	0	19	0	0	0	0	0	0	0	5	0
f69e5057-eda6-4391-ba9a-aedbf6b572da	8	78	149	186	217	60	174	0	150	98	4	56	53	74	71	81	14	18	19	29	24	34	14	0	0
f6c811ff-f22e-490b-9b23-b527d20e6e6d	0	43	244	79	165	33	198	0	87	27	0	59	0	87	102	5	24	11	8	22	6	15	4	5	0
f6e758a5-150f-4424-90b7-1c1a34aec9a3	295	104	2	0	12	19	18	0	0	0	0	2	12	34	0	15	1	1	1	3	9	1	2	2	0
f7187888-f261-4a39-99b4-966fd7207117	353	51	2	0	2	0	12	0	6	0	0	25	0	2	2	18	1	0	0	0	0	0	0	0	0
f7702c0c-9636-4700-a8ae-7a58afd9fa71	228	138	11	54	39	55	0	4	31	11	20	27	0	0	22	35	0	30	0	0	0	0	6	2	54
f7b847e5-0f5d-69b4-e040-11ac0c4845fe	348	34	7	7	15	0	33	0	21	0	0	23	0	0	0	14	2	0	11	0	0	0	0	0	0
f7b84b5d-8f28-e6b7-e040-11ac0c484704	92	199	51	101	6	19	66	38	54	9	7	19	71	62	31	68	23	4	0	0	2	1	1	75	0
f7b84bac-f161-9eee-e040-11ac0c4847ed	335	59	0	34	30	0	0	0	42	0	1	21	0	0	0	14	0	0	0	0	0	0	0	1	30
f7b84c09-15d4-3046-e040-11ac0c4847ff	382	32	0	3	0	3	0	0	4	0	1	22	2	3	0	16	3	1	0	0	1	0	0	0	0
f7c6486a-bb08-f77a-e040-11ac0c482953	392	18	0	0	0	0	1	0	2	0	0	25	0	1	1	20	1	0	0	0	0	0	0	0	0
f7c6a336-3126-7580-e040-11ac0c485971	276	72	17	62	48	42	0	7	18	23	5	27	69	7	0	22	41	7	0	0	0	0	0	4	45
f7c7373c-1972-4968-e040-11ac0d486e80	26	220	0	18	8	47	228	51	33	0	21	6	45	7	0	5	10	7	3	12	10	2	6	3	0
f7cc504a-37c9-45f5-b50d-599c54dca157	73	128	231	76	35	1	14	0	109	127	6	62	46	0	59	13	2	7	5	9	3	10	14	0	0
f7d128d2-3964-e3bc-e040-11ac0d481667	249	122	0	39	89	14	0	0	19	20	2	42	10	16	0	4	2	4	0	0	0	0	0	22	22
f7d70fac-c76f-399e-e040-11ac0c482f9c	139	65	0	426	443	324	0	0	73	38	88	49	199	208	137	72	60	16	109	48	0	90	0	8	44
f7d77a03-28a0-f446-e040-11ac0c4866fb	379	30	0	2	7	0	4	0	6	0	0	26	0	0	1	16	3	0	0	0	0	0	0	0	0
f7d7b3db-02af-61cb-e040-11ac0c480c03	399	10	0	0	0	0	3	0	2	0	0	25	0	1	1	19	1	0	0	0	0	0	0	0	0
f7dcc2e4-1fc4-4b39-bc6a-720e66116d68	0	18	344	110	194	304	47	0	19	41	88	35	96	135	195	17	16	19	32	55	0	19	50	45	32
f7e4a2a8-093d-9e36-e040-11ac0d480c7d	41	179	103	98	107	29	109	0	103	44	28	37	0	41	44	32	8	14	0	10	8	54	0	0	0
f7e7b258-b4b2-e6c5-e040-11ac0d486773	46	177	66	208	131	157	42	89	52	32	63	46	152	74	62	49	41	48	19	0	0	70	21	0	36
f7e7d61f-e2dc-b523-e040-11ac0c482000	321	80	20	3	0	1	0	1	11	0	0	22	0	10	7	13	4	0	0	2	0	1	0	0	0
f7e9eed5-7a0b-4b2d-bea3-fd8c42a3b90e	295	81	0	1	10	46	56	0	0	0	0	3	26	24	7	9	2	13	4	10	0	1	0	1	0
f7ed28a6-8f5f-e87b-e040-11ac0c48120e	315	82	4	0	2	35	25	0	0	0	0	0	4	26	0	15	8	3	1	0	1	1	4	3	2
f7f3e156-0dde-72b9-e040-11ac0d48542c	68	183	33	74	54	127	105	83	8	33	165	47	119	0	0	11	7	2	0	12	1	30	0	54	16
f7f66114-e321-1d4c-e040-11ac0d48541a	266	100	9	92	33	28	35	0	45	24	8	31	0	11	9	19	1	0	2	0	13	0	16	3	0
f7f6619b-fae8-3381-e040-11ac0c483f78	366	46	0	1	0	0	0	0	1	3	1	24	0	7	1	19	1	1	0	0	0	1	0	0	0
f7fdda4f-7bf7-ede7-e040-11ac0c486e57	197	111	65	61	159	1	21	0	115	10	0	39	0	0	12	5	0	0	1	5	0	12	1	25	0
f80293b8-ddb7-f575-e040-11ac0d48309d	334	75	1	4	22	0	0	0	13	0	0	28	0	0	1	16	1	0	0	0	1	0	0	0	0
f809247c-2bab-ab06-e040-11ac0d482b8a	279	81	15	6	4	6	58	7	14	0	1	27	0	0	1	12	4	7	0	0	1	0	0	0	0
f81693ba-09ee-4201-a389-0ceeda8a4636	149	199	74	64	0	36	7	23	42	68	6	23	0	15	0	10	3	0	2	0	1	7	5	2	6
f82d213f-9843-28eb-e040-11ac0d483e48	331	24	32	41	77	76	0	0	0	0	108	0	70	23	0	0	0	4	0	27	0	0	69	3	0
f82d213f-9ba5-7b6b-e040-11ac0c486882	0	216	137	141	0	181	37	18	47	128	34	35	197	19	71	30	62	102	0	4	5	9	15	0	0
f82d213f-bc06-5b51-e040-11ac0c48687e	215	92	101	43	93	3	30	0	69	0	0	21	6	19	2	5	18	10	0	0	8	2	1	3	0
f82d213f-bc99-5b1d-e040-11ac0c486880	0	71	186	349	153	225	82	158	96	89	229	82	72	94	161	127	4	69	75	0	51	0	14	15	89
f82d213f-caa7-fd59-e040-11ac0d483e46	250	18	0	0	41	156	0	27	0	57	1367	18	260	120	238	15	0	1	4	15	39	49	368	32	6
f82d2146-70f5-8114-e040-11ac0d483e50	2	0	0	668	201	628	162	585	120	179	152	118	240	184	198	478	83	43	104	107	3	4	28	0	18
f82d2146-726a-d0e0-e040-11ac0c486888	76	192	0	265	75	10	5	132	107	92	171	88	133	75	86	75	6	6	65	0	0	58	2	8	142
f83f1eb8-b2c8-c3d6-e040-11ac0c48261e	156	162	96	150	0	0	31	0	120	13	2	32	0	0	49	11	1	3	2	4	5	12	0	2	27
f83fc777-5416-c3e9-e040-11ac0d482c8e	105	0	0	793	0	919	0	279	87	446	163	148	744	137	620	371	75	46	16	0	492	8	19	4	62
f8407106-8a96-8f85-e040-11ac0d481656	7	111	92	270	317	262	126	31	59	56	42	55	143	84	38	97	5	30	29	0	16	12	16	15	97
f841c488-6b8d-6645-e040-11ac0c481418	373	0	0	117	45	1	0	0	71	6	5	41	0	0	0	0	0	0	0	0	0	0	0	60	0
f8425828-5b0f-23a8-e040-11ac0d484128	308	73	52	3	9	5	0	2	44	2	18	12	0	0	10	12	0	0	3	2	2	1	1	4	15
f843ed5c-0336-3d33-e040-11ac0d48478c	141	136	43	198	31	151	60	39	6	2	107	25	126	38	65	0	3	23	10	0	0	5	93	14	101
f845ebba-8c56-b559-e040-11ac0c4863d5	96	115	92	98	93	129	147	7	22	4	55	39	123	16	19	52	36	6	11	2	16	8	11	20	0
f8467ec8-2d61-ba21-e040-11ac0c483584	338	5	0	69	0	26	0	20	0	21	597	73	0	0	12	15	62	0	0	0	0	0	183	0	0
f848b66f-bd9e-4fba-afd4-eb58848d1ef4	0	0	166	248	787	64	0	15	238	169	0	174	0	309	322	0	43	17	54	22	44	15	0	21	27
f8515e5a-7de3-6be3-e040-11ac0c480d6d	359	38	10	0	0	0	28	0	14	0	0	21	0	0	2	17	1	0	1	0	2	1	0	0	0
f85397dc-e6e9-4f54-e040-11ac0d48706c	0	124	111	336	261	182	100	67	28	51	58	60	177	184	36	118	26	12	18	0	25	21	55	25	0
f854ae3f-356d-f0ad-e040-11ac0c485dae	145	159	59	70	55	28	59	4	51	26	35	27	0	27	0	15	13	6	16	3	2	0	23	3	0
f856fa85-fdb8-c0b0-e040-11ac0d480b4e	0	35	255	481	303	244	35	24	128	10	97	85	96	120	140	101	35	38	1	7	49	36	0	13	128
f8572359-f29a-5945-e040-11ac0d4821cf	156	147	25	0	0	40	124	0	0	0	24	22	52	0	0	34	9	1	11	10	0	3	2	1	0
f858d813-f3c5-4ad9-8c20-9f231d6624d8	0	0	152	553	583	583	69	41	66	0	614	39	130	94	232	207	72	111	104	22	45	49	54	7	0
f8593ac0-9480-22a0-e040-11ac0d48697a	12	22	165	924	150	856	22	150	29	88	307	36	80	57	228	227	48	17	10	121	54	113	8	70	237
f85add3d-e2e6-31f8-e040-11ac0d48479c	0	0	223	772	449	148	2	37	170	54	6	131	212	303	155	68	55	5	67	68	43	26	30	24	6
f85ae2b7-cebf-17a2-e040-11ac0c48033a	109	95	86	170	70	12	183	0	140	58	0	30	0	18	60	29	0	2	18	11	4	6	4	11	20
f860bc4c-f31b-6538-e040-11ac0c48268f	90	223	14	67	32	69	77	0	8	23	60	41	228	0	13	0	4	1	0	0	0	12	57	36	0
f866123a-9eb0-e856-e040-11ac0c48717e	0	149	45	144	89	31	274	9	52	48	8	33	70	56	0	50	15	16	4	1	9	5	5	6	3
f8696c79-b165-92a6-e040-11ac0c4804bf	90	208	0	42	120	85	97	39	8	0	23	24	78	29	0	13	2	2	0	31	2	14	45	2	0
f86975a2-78a4-ef8c-e040-11ac0c4809da	0	0	245	499	343	183	98	0	78	0	0	87	241	287	236	52	18	14	73	4	17	29	3	33	39
f86ae246-2492-9785-e040-11ac0d4813b0	0	123	136	439	218	298	133	0	87	0	0	44	133	118	158	35	25	56	5	5	75	13	31	46	19
f86b6ba2-8f4b-ee53-e040-11ac0d485904	123	109	114	105	39	220	78	81	7	7	18	12	74	30	53	85	59	4	0	24	7	0	1	17	8
f86b7e84-7040-c751-e040-11ac0c485675	52	146	23	612	285	270	0	0	52	0	467	57	288	202	252	54	1	26	210	78	12	11	110	0	44
f86e2d80-911b-7a19-e040-11ac0d486900	34	171	98	378	221	250	0	0	27	0	112	39	122	76	105	13	111	23	0	1	14	9	0	13	172
f8733b80-c622-11e3-bf01-24c6515278c0	189	105	82	52	100	0	59	0	55	27	55	35	5	53	0	16	20	4	1	0	0	5	7	1	0
f87348df-7186-4c6b-e040-11ac0c482ba9	28	195	0	270	36	227	125	126	0	140	185	47	34	69	9	66	40	6	220	0	0	0	0	0	0
f87cdca1-2c85-49d2-e040-11ac0d485c9d	45	259	56	206	131	43	0	0	120	10	2	48	8	21	33	21	0	12	43	0	9	6	2	31	16
f87d7c27-eeef-920e-e040-11ac0d48388d	9	151	30	225	40	288	48	29	0	296	841	71	204	45	227	193	3	77	32	0	0	63	234	92	14
f87e94a9-ef37-fcba-e040-11ac0c482332	196	162	30	156	52	67	4	53	95	0	7	22	17	6	23	38	3	1	11	0	3	74	5	0	1
f87eb1b5-1712-ca1f-e040-11ac0c483848	193	84	54	40	0	6	144	0	5	28	2	30	62	53	4	15	4	11	0	5	3	2	0	3	3
f8809cee-8f81-28f8-e040-11ac0d4873bf	408	6	12	0	0	1	0	0	6	0	3	24	0	1	0	17	0	0	0	1	0	0	0	0	0
f89ef95e-6e39-420b-a3c2-ccebcc69ce3b	320	78	39	9	0	0	0	4	44	2	0	3	0	0	0	15	1	3	2	2	4	2	0	2	1
f8a165b0-51df-413c-b7c6-c7fc80547db4	363	23	31	19	26	0	8	0	39	0	0	29	0	0	15	13	0	0	0	3	0	3	0	0	0
f8d89ae2-2c7d-40ae-8d40-34b93b16efc9	304	93	11	6	6	0	3	0	9	0	0	20	0	12	0	18	1	1	1	0	5	0	0	5	0
f8e61a02-654c-c226-e040-11ac0d481b60	369	38	19	0	7	0	0	0	8	0	1	25	0	2	2	17	0	0	1	0	0	0	0	0	0
f8e61a02-6e5e-c8e2-e040-11ac0d481b70	390	14	6	0	0	4	19	0	2	3	0	22	0	3	0	20	3	0	0	0	0	0	0	0	0
f8e61a02-8c03-ad45-e040-11ac0d481b62	406	4	1	2	1	0	0	0	2	0	1	26	0	0	0	17	0	0	1	0	0	0	0	0	0
f8e61a02-8c9e-aaee-e040-11ac0d481b6a	421	0	0	0	0	0	2	0	3	0	0	23	0	1	0	21	0	0	0	0	0	0	0	0	0
f8e61a02-8fbe-a9af-e040-11ac0d481b64	411	0	0	0	0	0	0	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0
f8e61a02-909d-a906-e040-11ac0d481b6e	391	15	0	0	0	0	5	0	1	3	0	27	2	0	0	18	0	0	0	0	0	0	0	2	0
