MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M
BoChr[2]	4.1412845888295636e-05	0.023080418029567226	0.020334763289429247	0.00831553798090681	0.008100509698269889	4.314378893468529e-06	0.004175925037707202	0.0	0.004913707370869817	0.0025331102430209283	0.005802191168939821	0.0004450590489432216	0.0029578171542380006
BoChr[3]	9.092899936683274e-05	0.02825244847594526	0.008473772173165344	0.006636028682405595	0.007455896095582375	0.0011668445124318793	0.010739152982201574	7.46805954258889e-05	0.005416053988665226	0.00579702725743232	0.009302761831495445	0.005641442594351247	0.005027516010159161
BoChr[4]	1.1323776163418842e-08	0.006693411104052984	0.00999759280210128	0.0013971997053519659	0.002004851750389207	0.002250182352558738	0.004422709820917649	0.0020628336633672006	0.007827913581277244	0.0043918155657593164	0.02780539966217475	0.004932717945193872	0.02194390822424007
BoChr[5]	4.493765222840507e-06	0.0036043815992888996	0.008027535167639144	0.0010634757602002937	0.00907771548605524	0.004439661341731096	0.001941872580248969	0.008465570251211148	0.003460403409245626	0.005001438567276345	0.04741304305538595	0.009629248166456819	0.006747743953019381
BoChr[6]	2.334154893796958e-05	0.013679789936868475	0.009060235212723597	0.0039726482698517526	0.009782163858577633	0.0033552135917540226	0.005655424876138788	0.0035284703205913457	0.007275312635684372	0.009660422837150691	0.019604657142456593	0.010550004175856885	0.027620903015404572
BoChr[7]	0.00010096500785829132	0.010058458491040092	0.007886707586325734	0.004585920734325555	0.008213606082538577	0.004434246236256172	0.0008247081027366221	0.0007918112690968116	0.007048272784677465	0.0041556216013537315	0.03774210719103546	0.011360631872550186	0.01686281178538536
BoChr[8]	5.255987281327368e-07	0.002999991293586106	0.013515588885201818	0.0006621810733851063	0.0015973183401402835	0.0007108550003410663	0.0011294334958213393	0.0018591180411131304	0.0035280063353911708	0.0019845525616827334	0.003085351909582812	0.0005439409643659981	0.23380265715823043
BoChr[9]	6.321056677016656e-07	0.01002719120355474	0.0018284328252258868	0.0014580943886176102	0.006442477822711226	0.008807559820124879	0.006491008368640792	0.0004687295422627358	0.008762071970268152	0.005279570552579287	0.00504497105255723	0.016827203274824568	0.0006587731471518055
BoChr[10]	2.0620471759036362e-05	0.01000837837869767	0.015479453767184168	0.0025477126042824237	0.002755884594807867	0.0008695654289078902	0.006064756676205434	0.0	0.005660177269746782	0.004468454965390265	0.0015514371477207123	0.0018717974208993836	0.012643674159189686
BoChr[11]	7.405170801569327e-07	0.001646821241693655	0.0067159559531054566	0.0029625705414097576	0.008408625972176677	0.0012301421375013888	0.0009529665981860447	0.012468661177481206	0.008394462783537051	0.009618479493424275	0.019710417230159507	0.05500916280219607	0.03824541579484233
